onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0	0.863	0.463	IniSF	17.0	n/a	func/s124.bmp
0.626	0.0	n/a	btnR	n/a	0.626	n/a
3.207	0.989	0.562	IniFF	5.0	n/a	func/f123.bmp
3.805	0.0	n/a	btnR	n/a	0.598	n/a
6.614	0.934	0.545	ImmFF	6.0	n/a	func/f123.bmp
7.395	0.0	n/a	btnL	n/a	0.781	n/a
9.738	0.991	0.424	IniFF	5.0	n/a	func/f128.bmp
10.378	0.0	n/a	btnR	n/a	0.64	n/a
12.995	0.936	0.486	ImmFF	6.0	n/a	func/f128.bmp
13.588	0.0	n/a	btnR	n/a	0.593	n/a
16.236	0.899	0.538	IniFF	5.0	n/a	func/f125.bmp
17.063	0.0	n/a	btnR	n/a	0.827	n/a
19.393	0.811	0.493	ImmFF	6.0	n/a	func/f125.bmp
19.928	0.0	n/a	btnR	n/a	0.535	n/a
22.516	0.996	0.547	IniFF	5.0	n/a	func/f124.bmp
23.294	0.0	n/a	btnR	n/a	0.778	n/a
25.79	0.852	0.477	IniFF	5.0	n/a	func/f118.bmp
26.477	0.0	n/a	btnR	n/a	0.687	n/a
28.997	0.994	0.594	ImmFF	6.0	n/a	func/f118.bmp
29.555	0.0	n/a	btnR	n/a	0.558	n/a
32.188	0.913	0.419	DelSF	19.0	n/a	func/s124.bmp
33.066	0.0	n/a	btnR	n/a	0.878	n/a
55.289	0.907	0.405	IniUF	13.0	n/a	func/u121.bmp
56.061	0.0	n/a	btnR	n/a	0.772	n/a
58.43	0.871	0.451	IniUF	13.0	n/a	func/u125.bmp
58.966	0.0	n/a	btnR	n/a	0.536	n/a
61.67	0.894	0.593	IniFF	5.0	n/a	func/f119.bmp
63.036	0.0	n/a	btnR	n/a	1.366	n/a
64.877	0.912	0.541	IniFF	5.0	n/a	func/f130.bmp
65.813	0.0	n/a	btnR	n/a	0.936	n/a
68.051	0.892	0.497	ImmFF	6.0	n/a	func/f130.bmp
68.612	0.0	n/a	btnR	n/a	0.561	n/a
71.292	0.8	0.575	DelFF	7.0	n/a	func/f124.bmp
72.417	0.0	n/a	btnL	n/a	1.125	n/a
74.383	0.829	0.512	IniSF	17.0	n/a	func/s126.bmp
75.384	0.0	n/a	btnR	n/a	1.001	n/a
77.389	0.964	0.414	ImmSF	18.0	n/a	func/s126.bmp
77.987	0.0	n/a	btnR	n/a	0.598	n/a
80.68	0.957	0.568	IniSF	17.0	n/a	func/s116.bmp
81.416	0.0	n/a	btnL	n/a	0.736	n/a
83.853	0.912	0.448	ImmSF	18.0	n/a	func/s116.bmp
84.506	0.0	n/a	btnL	n/a	0.653	n/a
87.027	0.972	0.491	DelUF	15.0	n/a	func/u121.bmp
87.699	0.0	n/a	btnR	n/a	0.672	n/a
90.335	0.835	0.568	IniUF	13.0	n/a	func/u126.bmp
90.853	0.0	n/a	btnR	n/a	0.518	n/a
93.341	0.836	0.411	ImmUF	14.0	n/a	func/u126.bmp
94.041	0.0	n/a	btnR	n/a	0.7	n/a
96.531	0.885	0.595	DelUF	15.0	n/a	func/u125.bmp
97.172	0.0	n/a	btnR	n/a	0.641	n/a
99.772	0.801	0.598	IniUF	13.0	n/a	func/u120.bmp
100.528	0.0	n/a	btnR	n/a	0.756	n/a
102.895	0.971	0.557	DelFF	7.0	n/a	func/f119.bmp
103.648	0.0	n/a	btnR	n/a	0.753	n/a
106.053	0.913	0.409	IniFF	5.0	n/a	func/f120.bmp
106.834	0.0	n/a	btnR	n/a	0.781	n/a
109.26	0.903	0.505	IniUF	13.0	n/a	func/u115.bmp
110.195	0.0	n/a	btnL	n/a	0.935	n/a
