onset	duration	circle_duration	trial_type	trigger	button_pushed	response_time	stim_file
0.0	0.803	0.493	IniUF	13	7.0	0.994	func/u133.bmp
3.007	0.904	0.424	ImmUF	14	7.0	1.375	func/u133.bmp
6.247	0.815	0.463	IniFF	5	4.0	1.6	func/f137.bmp
9.254	0.927	0.43	IniUF	13	7.0	0.736	func/u137.bmp
12.511	0.886	0.558	ImmUF	14	7.0	0.512	func/u137.bmp
15.635	0.894	0.474	IniFF	5	4.0	0.863	func/f146.bmp
18.859	0.894	0.553	IniUF	13	7.0	0.577	func/u142.bmp
22.116	0.932	0.589	ImmUF	14	7.0	0.677	func/u142.bmp
25.256	0.849	0.448	IniSF	17	7.0	0.302	func/s145.bmp
48.408	0.895	0.521	IniFF	5	7.0	1.448	func/f133.bmp
51.531	0.865	0.458	DelFF	7	4.0	1.072	func/f137.bmp
54.621	0.948	0.466	IniFF	5	7.0	1.343	func/f143.bmp
57.762	0.975	0.419	ImmFF	6	4.0	0.871	func/f143.bmp
61.002	0.961	0.486	IniFF	5	4.0	1.09	func/f140.bmp
64.243	0.94	0.511	ImmFF	6	4.0	0.758	func/f140.bmp
67.383	0.899	0.423	DelFF	7	7.0	0.759	func/f146.bmp
70.557	0.936	0.509	IniFF	5	4.0	1.09	func/f135.bmp
73.847	0.899	0.59	ImmFF	6	4.0	0.678	func/f135.bmp
77.105	0.949	0.595	IniSF	17	7.0	1.135	func/s141.bmp
80.379	0.848	0.565	DelSF	19	7.0	1.532	func/s145.bmp
83.519	0.985	0.526	IniSF	17	7.0	0.594	func/s140.bmp
86.794	0.905	0.535	DelFF	7	7.0	1.408	func/f133.bmp
89.883	0.836	0.414	IniUF	13	7.0	1.707	func/u145.bmp
92.906	0.975	0.421	IniSF	17	7.0	1.293	func/s134.bmp
96.18	0.823	0.526	ImmSF	18	7.0	0.531	func/s134.bmp
99.204	0.832	0.426	IniFF	5	7.0	1.097	func/f138.bmp
102.327	0.95	0.527	ImmFF	6	7.0	0.92	func/f138.bmp
105.468	0.806	0.426	IniSF	17	7.0	0.73	func/s143.bmp
108.574	0.835	0.53	DelSF	19	7.0	0.688	func/s141.bmp
131.659	0.92	0.477	IniSF	17	7.0	0.664	func/s136.bmp
134.883	0.98	0.523	ImmSF	18	4.0	0.7	func/s136.bmp
138.173	0.853	0.545	DelSF	19	7.0	1.313	func/s140.bmp
141.314	0.876	0.521	IniFF	5	4.0	1.768	func/f139.bmp
144.421	0.906	0.464	ImmFF	6	4.0	1.13	func/f139.bmp
147.528	0.905	0.426	DelUF	15	7.0	0.723	func/u145.bmp
150.768	0.922	0.556	IniFF	5	4.0	1.018	func/f132.bmp
154.025	0.931	0.561	IniUF	13	7.0	0.892	func/u146.bmp
157.132	0.971	0.413	IniSF	17	7.0	0.727	func/s131.bmp
160.423	0.868	0.548	ImmSF	18	7.0	1.002	func/s131.bmp
163.546	0.848	0.489	DelSF	19	7.0	0.715	func/s143.bmp
166.603	0.837	0.44	IniSF	17	4.0	0.798	func/s142.bmp
169.794	0.965	0.575	IniUF	13	7.0	0.959	func/u132.bmp
172.984	0.958	0.466	IniSF	17	7.0	0.869	func/s137.bmp
176.191	0.885	0.481	ImmSF	18	7.0	0.734	func/s137.bmp
179.232	0.835	0.401	DelFF	7	4.0	1.161	func/f132.bmp
182.255	0.884	0.43	IniSF	17	4.0	1.232	func/s133.bmp
185.361	0.861	0.46	DelUF	15	4.0	1.384	func/u146.bmp
208.496	0.973	0.488	IniSF	17	7.0	0.933	func/s132.bmp
211.82	0.896	0.573	ImmSF	18	7.0	0.536	func/s132.bmp
215.027	0.856	0.544	IniSF	17	7.0	0.767	func/s138.bmp
218.201	0.891	0.544	DelSF	19	7.0	0.723	func/s142.bmp
221.408	0.823	0.55	IniUF	13	4.0	0.883	func/u139.bmp
224.599	0.815	0.598	ImmUF	14	4.0	0.872	func/u139.bmp
227.622	0.877	0.44	DelUF	15	7.0	0.937	func/u132.bmp
230.862	0.979	0.532	IniSF	17	7.0	1.197	func/s146.bmp
234.12	0.933	0.516	IniFF	5	4.0	1.21	func/f145.bmp
237.31	0.931	0.492	ImmFF	6	4.0	0.672	func/f145.bmp
240.45	0.932	0.44	DelSF	19	4.0	1.361	func/s133.bmp
243.674	0.827	0.52	IniFF	5	4.0	1.077	func/f144.bmp
246.781	0.971	0.511	IniUF	13	7.0	0.868	func/u131.bmp
250.022	0.928	0.501	ImmUF	14	7.0	0.711	func/u131.bmp
253.128	0.965	0.408	DelSF	19	7.0	0.762	func/s138.bmp
256.285	0.887	0.419	IniUF	13	7.0	1.067	func/u140.bmp
259.526	0.862	0.574	IniUF	13	7.0	0.94	func/u143.bmp
262.633	0.944	0.476	ImmUF	14	7.0	0.932	func/u143.bmp
265.79	0.854	0.437	DelSF	19	4.0	0.885	func/s146.bmp
268.947	0.975	0.527	IniUF	13	7.0	0.735	func/u144.bmp
292.132	0.992	0.427	IniSF	17	7.0	0.733	func/s144.bmp
295.489	0.993	0.585	ImmSF	18	7.0	0.817	func/s144.bmp
298.713	0.863	0.464	DelFF	7	7.0	0.902	func/f144.bmp
301.903	0.862	0.554	IniUF	13	7.0	0.902	func/u136.bmp
304.994	0.819	0.458	IniUF	13	7.0	1.252	func/u141.bmp
308.151	0.961	0.573	ImmUF	14	7.0	0.751	func/u141.bmp
311.441	0.992	0.565	DelUF	15	7.0	0.885	func/u140.bmp
314.799	0.977	0.6	IniFF	5	7.0	1.148	func/f134.bmp
317.972	0.93	0.431	ImmFF	6	7.0	0.969	func/f134.bmp
321.096	0.903	0.42	IniFF	5	7.0	1.303	func/f131.bmp
324.27	0.894	0.5	DelUF	15	7.0	0.898	func/u144.bmp
327.393	0.809	0.463	IniFF	5	7.0	0.721	func/f136.bmp
330.401	0.882	0.434	IniFF	5	7.0	0.815	func/f142.bmp
333.64	0.97	0.6	ImmFF	6	4.0	0.757	func/f142.bmp
336.797	0.994	0.421	DelUF	15	4.0	1.059	func/u136.bmp
340.105	0.989	0.541	IniUF	13	4.0	0.796	func/u138.bmp
343.295	0.868	0.43	ImmUF	14	4.0	0.745	func/u138.bmp
346.352	0.877	0.43	IniUF	13	7.0	0.891	func/u135.bmp
349.576	0.883	0.579	ImmUF	14	7.0	0.59	func/u135.bmp
372.66	0.82	0.429	IniFF	5	7.0	0.946	func/f141.bmp
375.684	0.824	0.432	ImmFF	6	7.0	1.379	func/f141.bmp
378.791	0.84	0.502	DelFF	7	7.0	1.579	func/f131.bmp
381.914	0.995	0.515	IniSF	17	4.0	0.706	func/s139.bmp
385.222	0.911	0.539	DelFF	7	4.0	0.619	func/f136.bmp
388.313	0.818	0.418	IniUF	13	7.0	1.747	func/u134.bmp
391.352	0.96	0.459	IniSF	17		0.0	func/s135.bmp
