onset	duration	circle_duration	trial_type	trigger	button_pushed	response_time	stim_file
0.0	0.998	0.545	IniFF	5	4	1.304	func/f029.bmp
3.258	0.9	0.5	IniFF	5	7	0.899	func/f021.bmp
6.615	0.847	0.598	ImmFF	6	7	0.89	func/f021.bmp
9.688	0.885	0.43	IniSF	17	4	0.932	func/s022.bmp
12.862	0.821	0.523	ImmSF	18	4	0.711	func/s022.bmp
16.052	0.831	0.577	IniUF	13	7	0.806	func/u027.bmp
19.243	0.845	0.586	ImmUF	14	4	1.103	func/u027.bmp
22.316	0.827	0.438	IniSF	17	4	1.07	func/s018.bmp
25.339	0.801	0.424	IniSF	17	4	0.795	func/s019.bmp
28.446	0.851	0.535	DelFF	7	4	1.175	func/f029.bmp
51.631	0.907	0.559	IniUF	13	4	1.427	func/u029.bmp
54.905	0.801	0.592	IniFF	5	7	0.862	func/f018.bmp
57.978	0.9	0.508	ImmFF	6	7	0.709	func/f018.bmp
61.069	0.812	0.425	IniSF	17	7	1.456	func/s023.bmp
64.192	0.937	0.548	ImmSF	18	7	0.598	func/s023.bmp
67.434	0.809	0.534	IniUF	13	4	0.927	func/u024.bmp
70.439	0.86	0.427	DelSF	19	7	1.061	func/s018.bmp
73.647	0.896	0.556	IniUF	13	7	1.105	func/u026.bmp
76.904	0.903	0.587	ImmUF	14	7	1.022	func/u026.bmp
80.061	0.973	0.476	DelSF	19	4	0.782	func/s019.bmp
83.251	0.998	0.44	IniSF	17	4	1.346	func/s021.bmp
86.592	0.849	0.574	ImmSF	18	7	1.444	func/s021.bmp
89.699	0.834	0.498	DelUF	15	4	1.079	func/u029.bmp
92.806	0.892	0.512	IniFF	5	7	0.992	func/f022.bmp
95.879	0.839	0.409	IniUF	13	7	0.848	func/u019.bmp
98.903	0.886	0.403	IniSF	17	7	1.163	func/s017.bmp
102.043	0.817	0.498	DelUF	15	4	0.955	func/u024.bmp
105.033	0.835	0.4	IniFF	5	4	0.902	func/f024.bmp
108.123	0.95	0.498	ImmFF	6	4	1.023	func/f024.bmp
131.425	0.857	0.546	IniFF	5	7	1.097	func/f027.bmp
134.548	0.863	0.498	ImmFF	6	7	0.566	func/f027.bmp
137.756	0.862	0.56	IniUF	13	4	1.03	func/u032.bmp
140.879	0.908	0.495	DelFF	7	4	1.212	func/f022.bmp
144.12	0.831	0.559	IniUF	13	7	1.626	func/u017.bmp
147.31	0.832	0.586	DelUF	15	7	1.273	func/u019.bmp
150.5	0.972	0.598	IniFF	5	7	0.927	func/f030.bmp
153.691	0.949	0.439	ImmFF	6	7	0.905	func/f030.bmp
156.865	0.937	0.454	DelSF	19	7	1.365	func/s017.bmp
160.072	0.976	0.499	IniFF	5	7	1.032	func/f031.bmp
163.229	0.845	0.404	IniUF	13	4	0.766	func/u020.bmp
166.302	0.977	0.436	IniSF	17	4	0.978	func/s024.bmp
169.643	0.93	0.596	ImmSF	18	4	0.856	func/s024.bmp
172.817	0.844	0.476	DelUF	15	7	1.243	func/u032.bmp
175.89	0.939	0.451	IniSF	17	7	1.269	func/s027.bmp
179.047	0.834	0.449	ImmSF	18	4	0.692	func/s027.bmp
182.221	0.86	0.575	DelUF	15	4	1.18	func/u017.bmp
185.344	0.936	0.485	IniSF	17	7	1.305	func/s030.bmp
188.469	0.828	0.434	ImmSF	18	4	1.26	func/s030.bmp
211.619	0.921	0.548	IniSF	17	4	1.29	func/s020.bmp
214.827	0.823	0.51	ImmSF	18	4	0.941	func/s020.bmp
218.0	0.989	0.571	DelFF	7	7	0.998	func/f031.bmp
221.324	0.887	0.561	IniSF	17	4	1.055	func/s025.bmp
224.548	0.955	0.552	DelUF	15	4	0.787	func/u020.bmp
227.872	0.826	0.542	IniFF	5	7	0.869	func/f025.bmp
230.895	0.859	0.411	IniFF	5	7	1.17	func/f028.bmp
234.019	0.949	0.499	ImmFF	6	7	0.944	func/f028.bmp
237.276	0.97	0.541	IniUF	13	4	0.976	func/u028.bmp
240.433	0.85	0.428	IniFF	5	7	1.112	func/f032.bmp
243.625	0.982	0.584	IniFF	5	4	1.001	func/f026.bmp
246.881	0.814	0.513	ImmFF	6	4	0.585	func/f026.bmp
249.938	0.982	0.481	DelSF	19	7	1.173	func/s025.bmp
253.128	0.983	0.446	IniFF	5	4	0.931	func/f020.bmp
256.385	0.824	0.512	DelFF	7	7	0.852	func/f025.bmp
259.542	0.826	0.558	IniSF	17	4	0.883	func/s031.bmp
262.683	0.923	0.548	IniFF	5	4	1.052	func/f023.bmp
265.84	0.912	0.463	DelUF	15	4	0.85	func/u028.bmp
289.058	0.847	0.528	IniUF	13	4	0.885	func/u022.bmp
292.248	0.984	0.568	ImmUF	14	4	0.617	func/u022.bmp
