onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.833	0.463	IniUF	13	n/a	func/u061.bmp
0.8970	0.0	n/a	btnL	n/a	0.897	n/a
3.0060	0.8	0.405	ImmUF	14	n/a	func/u061.bmp
3.7090	0.0	n/a	btnL	n/a	0.703	n/a
6.1970	0.803	0.501	IniSF	17	n/a	func/s049.bmp
7.7900	0.0	n/a	btnL	n/a	1.593	n/a
9.1870	0.822	0.432	ImmSF	18	n/a	func/s049.bmp
10.0550	0.0	n/a	btnL	n/a	0.868	n/a
12.3100	0.973	0.532	IniFF	5	n/a	func/f062.bmp
13.6050	0.0	n/a	btnR	n/a	1.295	n/a
15.6520	0.98	0.582	IniSF	17	n/a	func/s058.bmp
16.4020	0.0	n/a	btnL	n/a	0.75	n/a
18.8410	0.814	0.45	ImmSF	18	n/a	func/s058.bmp
19.5350	0.0	n/a	btnL	n/a	0.694	n/a
21.8650	0.822	0.435	IniSF	17	n/a	func/s063.bmp
22.6240	0.0	n/a	btnL	n/a	0.759	n/a
24.9220	0.806	0.46	ImmSF	18	n/a	func/s063.bmp
25.7350	0.0	n/a	btnL	n/a	0.813	n/a
28.0120	0.99	0.509	IniUF	13	n/a	func/u064.bmp
28.6190	0.0	n/a	btnR	n/a	0.607	n/a
51.2300	0.949	0.422	IniFF	5	n/a	func/f051.bmp
53.0000	0.0	n/a	btnR	n/a	1.77	n/a
54.5210	0.833	0.579	IniSF	17	n/a	func/s051.bmp
55.2400	0.0	n/a	btnL	n/a	0.719	n/a
57.6780	0.967	0.562	DelFF	7	n/a	func/f062.bmp
58.8300	0.0	n/a	btnR	n/a	1.152	n/a
60.8180	0.838	0.402	IniFF	5	n/a	func/f059.bmp
61.4920	0.0	n/a	btnL	n/a	0.674	n/a
64.0250	0.964	0.586	IniFF	5	n/a	func/f060.bmp
64.9470	0.0	n/a	btnL	n/a	0.922	n/a
67.1650	0.87	0.407	ImmFF	6	n/a	func/f060.bmp
67.9900	0.0	n/a	btnL	n/a	0.825	n/a
70.4060	0.858	0.585	IniFF	5	n/a	func/f054.bmp
71.6730	0.0	n/a	btnL	n/a	1.267	n/a
73.5960	0.897	0.565	ImmFF	6	n/a	func/f054.bmp
74.3220	0.0	n/a	btnL	n/a	0.726	n/a
76.7030	0.937	0.438	DelUF	15	n/a	func/u064.bmp
77.4350	0.0	n/a	btnR	n/a	0.732	n/a
80.0100	0.924	0.57	IniUF	13	n/a	func/u053.bmp
80.7370	0.0	n/a	btnR	n/a	0.727	n/a
83.1340	0.839	0.425	DelFF	7	n/a	func/f051.bmp
84.2670	0.0	n/a	btnR	n/a	1.133	n/a
86.2910	0.957	0.548	IniSF	17	n/a	func/s050.bmp
87.0460	0.0	n/a	btnL	n/a	0.755	n/a
89.5980	0.833	0.569	DelSF	19	n/a	func/s051.bmp
90.2640	0.0	n/a	btnL	n/a	0.666	n/a
92.6550	0.848	0.459	IniFF	5	n/a	func/f063.bmp
93.7770	0.0	n/a	btnR	n/a	1.122	n/a
95.7790	0.981	0.506	DelFF	7	n/a	func/f059.bmp
96.7110	0.0	n/a	btnR	n/a	0.932	n/a
98.9360	0.971	0.404	IniSF	17	n/a	func/s054.bmp
99.7640	0.0	n/a	btnL	n/a	0.828	n/a
102.1430	0.97	0.461	ImmSF	18	n/a	func/s054.bmp
102.8610	0.0	n/a	btnL	n/a	0.718	n/a
105.3330	0.853	0.449	IniFF	5	n/a	func/f061.bmp
106.2580	0.0	n/a	btnR	n/a	0.925	n/a
108.4900	0.802	0.545	ImmFF	6	n/a	func/f061.bmp
109.2500	0.0	n/a	btnR	n/a	0.76	n/a
131.5750	0.861	0.501	IniUF	13	n/a	func/u062.bmp
