onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.851	0.439	IniSF	17	n/a	func/s142.bmp
0.9290	0.0	n/a	btnR	n/a	0.929	n/a
3.1900	0.906	0.571	ImmSF	18	n/a	func/s142.bmp
3.6880	0.0	n/a	btnR	n/a	0.498	n/a
6.4810	0.926	0.486	IniSF	17	n/a	func/s135.bmp
7.2590	0.0	n/a	btnR	n/a	0.778	n/a
9.7210	0.819	0.529	IniUF	13	n/a	func/u141.bmp
10.5150	0.0	n/a	btnR	n/a	0.794	n/a
12.8780	0.965	0.566	IniUF	13	n/a	func/u140.bmp
13.3980	0.0	n/a	btnR	n/a	0.52	n/a
16.1690	0.849	0.555	IniUF	13	n/a	func/u143.bmp
16.7100	0.0	n/a	btnR	n/a	0.541	n/a
19.2090	0.867	0.422	ImmUF	14	n/a	func/u143.bmp
19.6040	0.0	n/a	btnR	n/a	0.395	n/a
22.3500	0.967	0.498	IniUF	13	n/a	func/u139.bmp
22.8510	0.0	n/a	btnR	n/a	0.501	n/a
25.5560	0.915	0.481	ImmUF	14	n/a	func/u139.bmp
25.9180	0.0	n/a	btnR	n/a	0.362	n/a
48.7250	0.809	0.428	IniUF	13	n/a	func/u138.bmp
49.2690	0.0	n/a	btnR	n/a	0.544	n/a
51.8980	0.984	0.599	DelSF	19	n/a	func/s135.bmp
52.9410	0.0	n/a	btnL	n/a	1.043	n/a
55.1220	0.934	0.451	IniFF	5	n/a	func/f140.bmp
55.7200	0.0	n/a	btnR	n/a	0.598	n/a
58.3460	0.92	0.52	ImmFF	6	n/a	func/f140.bmp
58.8360	0.0	n/a	btnR	n/a	0.49	n/a
61.5700	0.829	0.521	DelUF	15	n/a	func/u141.bmp
62.3370	0.0	n/a	btnR	n/a	0.767	n/a
64.7100	0.836	0.548	IniSF	17	n/a	func/s146.bmp
65.7260	0.0	n/a	btnL	n/a	1.016	n/a
67.7170	0.951	0.406	DelUF	15	n/a	func/u140.bmp
68.4450	0.0	n/a	btnR	n/a	0.728	n/a
70.9400	0.812	0.494	IniFF	5	n/a	func/f132.bmp
71.6610	0.0	n/a	btnR	n/a	0.721	n/a
73.9640	0.983	0.416	IniUF	13	n/a	func/u136.bmp
74.6160	0.0	n/a	btnR	n/a	0.652	n/a
77.2210	0.914	0.505	IniUF	13	n/a	func/u144.bmp
77.7430	0.0	n/a	btnR	n/a	0.522	n/a
80.4780	0.854	0.578	ImmUF	14	n/a	func/u144.bmp
81.0520	0.0	n/a	btnR	n/a	0.574	n/a
83.5180	0.992	0.408	DelUF	15	n/a	func/u138.bmp
84.1280	0.0	n/a	btnR	n/a	0.61	n/a
86.6920	0.952	0.403	IniSF	17	n/a	func/s132.bmp
87.4190	0.0	n/a	btnR	n/a	0.727	n/a
89.9490	0.915	0.539	ImmSF	18	n/a	func/s132.bmp
90.7190	0.0	n/a	btnR	n/a	0.77	n/a
93.0390	0.973	0.406	IniFF	5	n/a	func/f135.bmp
94.1140	0.0	n/a	btnL	n/a	1.075	n/a
96.2800	0.976	0.493	DelSF	19	n/a	func/s146.bmp
97.0090	0.0	n/a	btnL	n/a	0.729	n/a
99.5720	0.932	0.531	IniUF	13	n/a	func/u135.bmp
100.2250	0.0	n/a	btnR	n/a	0.653	n/a
102.8450	0.965	0.579	ImmUF	14	n/a	func/u135.bmp
103.4780	0.0	n/a	btnR	n/a	0.633	n/a
106.0850	0.982	0.512	DelFF	7	n/a	func/f132.bmp
107.2820	0.0	n/a	btnR	n/a	1.197	n/a
129.2530	0.916	0.403	IniSF	17	n/a	func/s131.bmp
130.6800	0.0	n/a	btnL	n/a	1.427	n/a
132.3440	0.941	0.417	ImmSF	18	n/a	func/s131.bmp
133.5710	0.0	n/a	btnR	n/a	1.227	n/a
135.5670	0.861	0.512	DelUF	15	n/a	func/u136.bmp
136.4100	0.0	n/a	btnR	n/a	0.843	n/a
138.7070	0.982	0.515	IniSF	17	n/a	func/s133.bmp
139.5970	0.0	n/a	btnL	n/a	0.89	n/a
141.8810	0.811	0.433	IniSF	17	n/a	func/s136.bmp
142.9230	0.0	n/a	btnL	n/a	1.042	n/a
144.8710	0.885	0.405	IniFF	5	n/a	func/f133.bmp
145.8730	0.0	n/a	btnR	n/a	1.002	n/a
148.0780	0.847	0.553	DelFF	7	n/a	func/f135.bmp
149.1060	0.0	n/a	btnL	n/a	1.028	n/a
151.1350	0.935	0.449	IniFF	5	n/a	func/f144.bmp
151.7640	0.0	n/a	btnR	n/a	0.629	n/a
154.3760	0.951	0.54	IniUF	13	n/a	func/u146.bmp
155.1700	0.0	n/a	btnR	n/a	0.794	n/a
157.6670	0.971	0.584	ImmUF	14	n/a	func/u146.bmp
158.4070	0.0	n/a	btnR	n/a	0.74	n/a
160.9080	0.847	0.477	IniUF	13	n/a	func/u131.bmp
161.3900	0.0	n/a	btnR	n/a	0.482	n/a
163.9630	0.927	0.442	DelSF	19	n/a	func/s133.bmp
164.7760	0.0	n/a	btnR	n/a	0.813	n/a
167.1540	0.948	0.499	IniFF	5	n/a	func/f142.bmp
167.8180	0.0	n/a	btnR	n/a	0.664	n/a
170.3940	0.821	0.521	DelSF	19	n/a	func/s136.bmp
171.1660	0.0	n/a	btnL	n/a	0.772	n/a
173.4010	0.903	0.414	IniFF	5	n/a	func/f131.bmp
173.9260	0.0	n/a	btnR	n/a	0.525	n/a
176.5250	0.973	0.463	DelFF	7	n/a	func/f133.bmp
177.0860	0.0	n/a	btnR	n/a	0.561	n/a
179.7490	0.808	0.475	IniFF	5	n/a	func/f138.bmp
180.3900	0.0	n/a	btnR	n/a	0.641	n/a
182.8720	0.835	0.544	ImmFF	6	n/a	func/f138.bmp
183.3560	0.0	n/a	btnR	n/a	0.484	n/a
185.8950	0.985	0.424	DelFF	7	n/a	func/f144.bmp
186.3500	0.0	n/a	btnR	n/a	0.455	n/a
189.1690	0.983	0.522	IniFF	5	n/a	func/f143.bmp
189.6310	0.0	n/a	btnR	n/a	0.462	n/a
212.4880	0.977	0.563	IniFF	5	n/a	func/f134.bmp
213.2180	0.0	n/a	btnR	n/a	0.73	n/a
215.7450	0.831	0.517	ImmFF	6	n/a	func/f134.bmp
216.3320	0.0	n/a	btnR	n/a	0.587	n/a
218.9020	0.809	0.561	DelUF	15	n/a	func/u131.bmp
219.4010	0.0	n/a	btnR	n/a	0.499	n/a
222.0260	0.825	0.546	IniFF	5	n/a	func/f146.bmp
222.6850	0.0	n/a	btnR	n/a	0.659	n/a
225.1330	0.89	0.511	ImmFF	6	n/a	func/f146.bmp
225.6940	0.0	n/a	btnR	n/a	0.561	n/a
228.3560	0.998	0.553	DelFF	7	n/a	func/f142.bmp
228.9000	0.0	n/a	btnR	n/a	0.544	n/a
231.6310	0.849	0.467	IniUF	13	n/a	func/u142.bmp
231.9570	0.0	n/a	btnR	n/a	0.326	n/a
234.7710	0.942	0.532	ImmUF	14	n/a	func/u142.bmp
235.1180	0.0	n/a	btnR	n/a	0.347	n/a
237.8940	0.943	0.411	DelFF	7	n/a	func/f131.bmp
238.3940	0.0	n/a	btnR	n/a	0.5	n/a
