onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.849	0.424	IniFF	5	n/a	func/f093.bmp
0.9800	0.0	n/a	btnR	n/a	0.98	n/a
3.0230	0.941	0.409	ImmFF	6	n/a	func/f093.bmp
3.6910	0.0	n/a	btnR	n/a	0.668	n/a
6.2970	0.963	0.447	IniSF	17	n/a	func/s094.bmp
7.4260	0.0	n/a	btnL	n/a	1.129	n/a
9.5380	0.845	0.515	ImmSF	18	n/a	func/s094.bmp
10.2940	0.0	n/a	btnL	n/a	0.756	n/a
12.6440	0.813	0.491	IniUF	13	n/a	func/u082.bmp
13.5300	0.0	n/a	btnL	n/a	0.886	n/a
15.8180	0.8	0.6	IniSF	17	n/a	func/s096.bmp
16.5050	0.0	n/a	btnL	n/a	0.687	n/a
18.9250	0.848	0.516	IniSF	17	n/a	func/s092.bmp
19.5880	0.0	n/a	btnL	n/a	0.663	n/a
22.0490	0.949	0.515	ImmSF	18	n/a	func/s092.bmp
22.7100	0.0	n/a	btnL	n/a	0.661	n/a
25.2060	0.993	0.427	IniFF	5	n/a	func/f091.bmp
26.0370	0.0	n/a	btnR	n/a	0.831	n/a
48.5410	0.871	0.554	IniSF	17	n/a	func/s095.bmp
49.6810	0.0	n/a	btnR	n/a	1.14	n/a
51.5980	0.868	0.406	ImmSF	18	n/a	func/s095.bmp
52.4480	0.0	n/a	btnR	n/a	0.85	n/a
54.7380	0.948	0.516	IniUF	13	n/a	func/u084.bmp
55.5470	0.0	n/a	btnL	n/a	0.809	n/a
57.9280	0.854	0.472	DelUF	15	n/a	func/u082.bmp
58.7440	0.0	n/a	btnL	n/a	0.816	n/a
60.9850	0.834	0.425	IniFF	5	n/a	func/f092.bmp
61.6780	0.0	n/a	btnR	n/a	0.693	n/a
64.1090	0.984	0.523	ImmFF	6	n/a	func/f092.bmp
64.7250	0.0	n/a	btnR	n/a	0.616	n/a
67.3990	0.865	0.539	DelSF	19	n/a	func/s096.bmp
68.0190	0.0	n/a	btnL	n/a	0.62	n/a
70.6230	0.928	0.577	IniSF	17	n/a	func/s086.bmp
71.5750	0.0	n/a	btnL	n/a	0.952	n/a
73.8470	0.976	0.523	ImmSF	18	n/a	func/s086.bmp
74.5040	0.0	n/a	btnL	n/a	0.657	n/a
77.0040	0.81	0.412	IniUF	13	n/a	func/u093.bmp
77.8390	0.0	n/a	btnR	n/a	0.835	n/a
80.0440	0.932	0.457	DelFF	7	n/a	func/f091.bmp
80.7700	0.0	n/a	btnR	n/a	0.726	n/a
83.3180	0.961	0.577	IniSF	17	n/a	func/s083.bmp
83.9880	0.0	n/a	btnL	n/a	0.67	n/a
86.6420	0.926	0.588	ImmSF	18	n/a	func/s083.bmp
87.3680	0.0	n/a	btnL	n/a	0.726	n/a
89.7990	0.975	0.434	IniFF	5	n/a	func/f083.bmp
90.4630	0.0	n/a	btnR	n/a	0.664	n/a
92.9890	0.907	0.438	DelUF	15	n/a	func/u084.bmp
93.7160	0.0	n/a	btnL	n/a	0.727	n/a
