onset	duration	circle_duration	trial_type	trigger	button_pushed	response_time	stim_file
0.0	0.808	0.456	IniSF	17	7	0.747	func/s029.bmp
3.157	0.955	0.569	ImmSF	18	7	0.596	func/s029.bmp
6.481	0.955	0.486	IniSF	17	7	0.94	func/s018.bmp
9.838	0.822	0.596	IniUF	13	7	1.022	func/u029.bmp
12.962	0.851	0.53	IniUF	13	7	0.806	func/u023.bmp
16.086	0.905	0.49	IniFF	5	4	0.812	func/f020.bmp
19.359	0.939	0.6	ImmFF	6	4	0.671	func/f020.bmp
22.483	0.998	0.404	IniFF	5	4	0.876	func/f017.bmp
25.724	0.997	0.476	IniUF	13	4	0.964	func/u019.bmp
29.048	0.925	0.566	ImmUF	14	4	0.664	func/u019.bmp
32.155	0.919	0.405	DelSF	19	7	0.934	func/s018.bmp
55.406	0.856	0.511	IniSF	17	7	0.777	func/s028.bmp
58.463	0.849	0.432	DelUF	15	4	1.143	func/u029.bmp
61.62	0.922	0.517	IniFF	5	4	0.815	func/f031.bmp
64.894	0.841	0.58	ImmFF	6	4	0.634	func/f031.bmp
67.934	0.824	0.423	DelUF	15	7	0.816	func/u023.bmp
71.124	0.882	0.569	IniSF	17	7	1.152	func/s027.bmp
74.331	0.947	0.566	IniFF	5	4	0.778	func/f018.bmp
77.488	0.82	0.45	ImmFF	6	4	0.568	func/f018.bmp
80.579	0.8	0.486	DelFF	7	4	1.261	func/f017.bmp
83.602	0.978	0.441	IniUF	13	7	0.737	func/u028.bmp
86.893	0.963	0.516	IniUF	13	7	0.944	func/u025.bmp
90.15	0.985	0.531	ImmUF	14	7	0.565	func/u025.bmp
93.39	0.863	0.499	DelSF	19	7	0.902	func/s028.bmp
96.564	0.911	0.518	IniSF	17	7	0.936	func/s020.bmp
99.755	0.862	0.515	IniSF	17	4	1.153	func/s017.bmp
102.878	0.944	0.488	ImmSF	18	4	0.647	func/s017.bmp
106.035	0.85	0.446	DelSF	19	7	0.984	func/s027.bmp
129.086	0.847	0.425	IniSF	17	7	1.076	func/s032.bmp
132.293	0.869	0.59	ImmSF	18	7	0.937	func/s032.bmp
135.417	0.899	0.48	IniFF	5	4	0.823	func/f025.bmp
138.591	0.924	0.502	ImmFF	6	4	0.806	func/f025.bmp
141.798	0.865	0.505	DelUF	15	7	0.987	func/u028.bmp
144.838	0.877	0.414	IniUF	13	7	1.009	func/u018.bmp
148.045	0.877	0.553	ImmUF	14	7	0.673	func/u018.bmp
151.219	0.872	0.531	IniUF	13	7	0.773	func/u030.bmp
154.342	0.903	0.474	DelSF	19	4	0.936	func/s020.bmp
157.566	0.858	0.555	IniFF	5	7	0.803	func/f029.bmp
160.69	0.833	0.492	ImmFF	6	7	0.829	func/f029.bmp
163.746	0.811	0.466	IniSF	17	4	0.989	func/s021.bmp
166.903	0.996	0.569	IniSF	17	7	0.891	func/s026.bmp
170.094	0.903	0.427	ImmSF	18	7	0.78	func/s026.bmp
173.318	0.82	0.54	IniSF	17	4	0.757	func/s031.bmp
176.425	0.81	0.523	IniUF	13	4	1.163	func/u031.bmp
179.498	0.977	0.492	ImmUF	14	4	0.73	func/u031.bmp
182.705	0.828	0.457	DelUF	15	7	0.584	func/u030.bmp
185.779	0.889	0.471	IniUF	13	7	0.639	func/u020.bmp
208.963	0.975	0.513	IniFF	5	4	0.989	func/f027.bmp
212.255	0.911	0.551	DelSF	19	7	0.84	func/s021.bmp
215.378	0.877	0.442	IniSF	17	7	0.811	func/s023.bmp
218.585	0.982	0.541	IniFF	5	4	0.867	func/f030.bmp
221.825	0.89	0.493	ImmFF	6	4	0.611	func/f030.bmp
224.932	0.941	0.436	DelSF	19	4	0.881	func/s031.bmp
228.223	0.982	0.571	IniUF	13	7	0.823	func/u027.bmp
231.48	0.826	0.439	IniFF	5	4	0.869	func/f021.bmp
234.671	0.821	0.598	ImmFF	6	4	0.915	func/f021.bmp
237.861	0.863	0.588	DelUF	15	7	0.769	func/u020.bmp
240.934	0.985	0.446	IniFF	5	4	0.846	func/f032.bmp
244.091	0.93	0.404	DelFF	7	4	1.064	func/f027.bmp
247.198	0.992	0.409	IniUF	13	7	1.036	func/u026.bmp
250.556	0.984	0.596	ImmUF	14	7	0.756	func/u026.bmp
253.813	0.86	0.508	DelSF	19	4	0.786	func/s023.bmp
256.886	0.963	0.446	IniFF	5	7	1.029	func/f026.bmp
260.094	0.889	0.469	IniUF	13	4	1.338	func/u021.bmp
263.334	0.961	0.579	ImmUF	14	4	0.744	func/u021.bmp
266.625	0.882	0.557	DelUF	15	7	0.728	func/u027.bmp
269.815	0.848	0.545	IniFF	5	7	0.762	func/f022.bmp
292.85	0.839	0.406	IniFF	5	4	0.946	func/f028.bmp
295.873	0.835	0.411	DelFF	7	4	0.964	func/f032.bmp
299.013	0.899	0.544	IniSF	17	7	0.822	func/s024.bmp
302.087	0.891	0.414	IniFF	5	4	1.131	func/f024.bmp
305.294	0.979	0.535	DelFF	7	7	1.252	func/f026.bmp
308.534	0.999	0.47	IniFF	5	4	0.884	func/f019.bmp
311.858	0.971	0.549	IniSF	17	7	0.765	func/s019.bmp
315.049	0.92	0.436	ImmSF	18	7	0.765	func/s019.bmp
318.156	0.993	0.41	DelFF	7	4	1.242	func/f022.bmp
321.346	0.913	0.422	IniUF	13	4	0.847	func/u017.bmp
324.453	0.936	0.432	DelFF	7	4	0.766	func/f028.bmp
327.66	0.969	0.513	IniSF	17	4	0.8	func/s025.bmp
330.934	0.852	0.549	ImmSF	18	4	0.705	func/s025.bmp
334.141	0.831	0.594	DelSF	19	7	0.92	func/s024.bmp
337.298	0.8	0.552	IniUF	13	7	0.616	func/u024.bmp
340.372	1.0	0.514	ImmUF	14	7	0.451	func/u024.bmp
343.68	0.968	0.551	DelFF	7	4	0.819	func/f024.bmp
347.003	0.933	0.589	IniUF	13	7	0.794	func/u022.bmp
350.227	0.82	0.531	ImmUF	14	7	0.696	func/u022.bmp
353.417	0.941	0.6	DelFF	7	4	0.782	func/f019.bmp
376.702	0.834	0.562	IniSF	17	7	0.912	func/s022.bmp
379.776	0.935	0.471	IniUF	13	4	0.934	func/u032.bmp
382.883	0.943	0.403	ImmUF	14	4	0.641	func/u032.bmp
386.006	0.977	0.416	DelUF	15	4	0.78	func/u017.bmp
389.265	0.866	0.517	IniSF	17	4	1.172	func/s030.bmp
392.487	0.861	0.59	ImmSF	18	4	0.607	func/s030.bmp
395.544	0.892	0.432	IniFF	5	4	0.898	func/f023.bmp
398.785	0.852	0.584	ImmFF	6	4	0.843	func/f023.bmp
