onset	duration	circle_duration	trial_type	trigger	button_pushed	response_time	stim_file
0.0	0.896	0.574	IniSF	17	4	0.936	func/s113.bmp
3.291	0.956	0.576	IniSF	17	4	0.762	func/s111.bmp
6.665	0.863	0.54	ImmSF	18	4	0.676	func/s111.bmp
9.789	0.843	0.501	IniFF	5	4	0.769	func/f100.bmp
12.829	0.867	0.42	ImmFF	6	4	0.625	func/f100.bmp
15.919	0.817	0.46	IniSF	17	4	0.603	func/s105.bmp
19.027	0.817	0.535	ImmSF	18	4	0.665	func/s105.bmp
22.166	0.876	0.555	IniSF	17	4	0.547	func/s107.bmp
25.239	0.94	0.428	ImmSF	18	4	0.714	func/s107.bmp
48.541	0.836	0.573	IniFF	5	4	0.7	func/f101.bmp
51.631	0.84	0.495	ImmFF	6	4	0.796	func/f101.bmp
54.788	0.88	0.541	DelSF	19	7	1.052	func/s113.bmp
57.912	0.893	0.47	IniUF	13	7	0.935	func/u098.bmp
61.086	0.936	0.508	IniUF	13	4	1.015	func/u105.bmp
64.243	0.959	0.457	ImmUF	14	4	0.86	func/u105.bmp
67.55	0.861	0.572	IniFF	5	7	0.856	func/f099.bmp
70.69	0.923	0.51	IniSF	17	4	0.805	func/s106.bmp
73.831	0.844	0.434	IniSF	17	4	0.676	func/s100.bmp
76.871	0.966	0.401	IniSF	17	4	0.705	func/s108.bmp
80.078	0.846	0.48	DelUF	15	7	0.753	func/u098.bmp
83.252	0.816	0.555	IniFF	5	7	0.869	func/f108.bmp
86.392	0.803	0.541	IniFF	5	4	0.751	func/f105.bmp
89.449	0.836	0.493	ImmFF	6	4	0.672	func/f105.bmp
92.572	0.871	0.533	DelFF	7	7	0.699	func/f099.bmp
95.796	0.825	0.584	IniFF	5	7	0.697	func/f106.bmp
98.986	0.948	0.589	DelSF	19	4	0.888	func/s106.bmp
102.327	0.937	0.597	IniUF	13	4	0.695	func/u108.bmp
105.551	0.85	0.516	ImmUF	14	4	0.678	func/u108.bmp
108.658	0.89	0.491	DelSF	19	4	0.725	func/s100.bmp
131.809	0.999	0.472	IniSF	17	7	0.613	func/s109.bmp
135.033	0.889	0.459	ImmSF	18	7	0.8	func/s109.bmp
138.207	0.819	0.514	DelSF	19	7	0.645	func/s108.bmp
141.364	0.933	0.569	IniFF	5	4	0.838	func/f109.bmp
144.604	0.834	0.542	ImmFF	6	4	0.745	func/f109.bmp
147.678	0.983	0.469	DelFF	7	7	0.563	func/f108.bmp
150.935	0.999	0.512	IniFF	5	7	0.742	func/f103.bmp
154.276	0.897	0.571	IniUF	13	4	0.689	func/u100.bmp
157.466	0.838	0.527	ImmUF	14	4	0.647	func/u100.bmp
160.556	0.88	0.476	DelFF	7	4	0.742	func/f106.bmp
163.797	0.898	0.589	IniSF	17	4	0.798	func/s104.bmp
166.92	0.865	0.459	IniUF	13	7	0.766	func/u109.bmp
169.977	0.945	0.43	ImmUF	14	7	0.688	func/u109.bmp
173.251	0.803	0.557	IniFF	5	4	0.747	func/f104.bmp
176.408	0.937	0.573	ImmFF	6	4	0.657	func/f104.bmp
179.665	0.994	0.545	IniFF	5	4	0.907	func/f102.bmp
182.923	0.912	0.495	DelFF	7	7	0.622	func/f103.bmp
186.096	0.854	0.488	IniUF	13	7	0.64	func/u101.bmp
209.147	0.962	0.407	IniUF	13	4	0.775	func/u113.bmp
212.455	0.893	0.579	ImmUF	14	4	0.61	func/u113.bmp
215.612	0.932	0.5	DelSF	19	4	0.86	func/s104.bmp
218.802	0.906	0.489	IniUF	13	4	0.696	func/u110.bmp
222.059	0.845	0.573	IniUF	13	4	0.779	func/u111.bmp
225.166	0.96	0.495	IniUF	13	4	0.689	func/u112.bmp
228.474	0.919	0.582	ImmUF	14	4	0.618	func/u112.bmp
231.781	0.902	0.552	DelFF	7	4	0.833	func/f102.bmp
234.905	0.885	0.463	IniFF	5	7	0.721	func/f111.bmp
238.045	0.91	0.492	DelUF	15	7	0.552	func/u101.bmp
241.185	0.938	0.463	IniUF	13	7	0.773	func/u102.bmp
244.426	0.883	0.527	ImmUF	14	7	0.836	func/u102.bmp
247.599	0.846	0.532	IniFF	5	7	0.66	func/f113.bmp
