onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.885	0.444	IniSF	17	n/a	func/s081.bmp
0.9790	0.0	n/a	btnR	n/a	0.979	n/a
3.2400	0.968	0.588	ImmSF	18	n/a	func/s081.bmp
3.9610	0.0	n/a	btnR	n/a	0.721	n/a
6.5480	0.848	0.478	IniFF	5	n/a	func/f080.bmp
7.7030	0.0	n/a	btnL	n/a	1.155	n/a
9.6720	0.889	0.518	IniSF	17	n/a	func/s075.bmp
10.4310	0.0	n/a	btnR	n/a	0.759	n/a
12.9120	0.938	0.582	ImmSF	18	n/a	func/s075.bmp
13.5450	0.0	n/a	btnR	n/a	0.633	n/a
16.1520	0.825	0.529	IniSF	17	n/a	func/s065.bmp
16.9240	0.0	n/a	btnR	n/a	0.772	n/a
19.2420	0.828	0.487	IniUF	13	n/a	func/u067.bmp
19.8630	0.0	n/a	btnL	n/a	0.621	n/a
22.2490	0.845	0.401	IniUF	13	n/a	func/u075.bmp
23.0690	0.0	n/a	btnR	n/a	0.82	n/a
25.3060	0.928	0.445	ImmUF	14	n/a	func/u075.bmp
25.9870	0.0	n/a	btnR	n/a	0.681	n/a
48.4240	0.833	0.41	IniFF	5	n/a	func/f075.bmp
49.6710	0.0	n/a	btnL	n/a	1.247	n/a
51.5970	0.805	0.583	ImmFF	6	n/a	func/f075.bmp
52.6270	0.0	n/a	btnR	n/a	1.03	n/a
54.7210	0.926	0.535	DelFF	7	n/a	func/f080.bmp
55.6570	0.0	n/a	btnL	n/a	0.936	n/a
57.9620	0.976	0.545	IniSF	17	n/a	func/s077.bmp
58.9820	0.0	n/a	btnL	n/a	1.02	n/a
61.2020	0.977	0.487	IniFF	5	n/a	func/f066.bmp
62.1450	0.0	n/a	btnL	n/a	0.943	n/a
64.5430	0.868	0.596	ImmFF	6	n/a	func/f066.bmp
65.4110	0.0	n/a	btnL	n/a	0.868	n/a
67.6330	0.832	0.462	DelSF	19	n/a	func/s065.bmp
68.3230	0.0	n/a	btnR	n/a	0.69	n/a
70.6730	0.909	0.441	IniFF	5	n/a	func/f073.bmp
71.6920	0.0	n/a	btnR	n/a	1.019	n/a
73.8470	0.954	0.485	DelUF	15	n/a	func/u067.bmp
74.8490	0.0	n/a	btnR	n/a	1.002	n/a
77.0870	0.906	0.513	IniUF	13	n/a	func/u069.bmp
77.7400	0.0	n/a	btnR	n/a	0.653	n/a
80.2610	0.925	0.498	IniFF	5	n/a	func/f072.bmp
81.1970	0.0	n/a	btnR	n/a	0.936	n/a
83.5350	0.856	0.571	ImmFF	6	n/a	func/f072.bmp
84.6560	0.0	n/a	btnL	n/a	1.121	n/a
86.6420	0.901	0.471	IniFF	5	n/a	func/f071.bmp
87.4460	0.0	n/a	btnR	n/a	0.804	n/a
89.8990	0.963	0.595	ImmFF	6	n/a	func/f071.bmp
90.4210	0.0	n/a	btnR	n/a	0.522	n/a
93.1560	0.886	0.523	DelSF	19	n/a	func/s077.bmp
94.1700	0.0	n/a	btnL	n/a	1.014	n/a
96.2630	0.987	0.462	IniFF	5	n/a	func/f070.bmp
97.2990	0.0	n/a	btnR	n/a	1.036	n/a
99.4210	0.808	0.401	IniUF	13	n/a	func/u078.bmp
100.4180	0.0	n/a	btnL	n/a	0.997	n/a
102.3930	0.968	0.4	DelFF	7	n/a	func/f073.bmp
103.3560	0.0	n/a	btnR	n/a	0.963	n/a
105.6170	0.884	0.5	IniFF	5	n/a	func/f067.bmp
106.6390	0.0	n/a	btnL	n/a	1.022	n/a
108.7240	0.947	0.463	ImmFF	6	n/a	func/f067.bmp
109.6020	0.0	n/a	btnR	n/a	0.878	n/a
111.9810	0.964	0.548	DelUF	15	n/a	func/u069.bmp
112.9840	0.0	n/a	btnR	n/a	1.003	n/a
135.1990	0.967	0.472	IniSF	17	n/a	func/s071.bmp
136.4170	0.0	n/a	btnL	n/a	1.218	n/a
138.3900	0.987	0.461	IniUF	13	n/a	func/u070.bmp
139.3890	0.0	n/a	btnR	n/a	0.999	n/a
141.5970	0.917	0.452	IniUF	13	n/a	func/u066.bmp
142.7260	0.0	n/a	btnL	n/a	1.129	n/a
144.6870	0.896	0.412	ImmUF	14	n/a	func/u066.bmp
145.5990	0.0	n/a	btnL	n/a	0.912	n/a
147.9280	0.969	0.576	DelFF	7	n/a	func/f070.bmp
149.1220	0.0	n/a	btnL	n/a	1.194	n/a
151.1180	0.974	0.452	IniFF	5	n/a	func/f074.bmp
151.8950	0.0	n/a	btnR	n/a	0.777	n/a
154.3580	0.955	0.496	DelUF	15	n/a	func/u078.bmp
155.3940	0.0	n/a	btnL	n/a	1.036	n/a
157.5320	0.935	0.449	IniSF	17	n/a	func/s068.bmp
158.6500	0.0	n/a	btnL	n/a	1.118	n/a
160.8060	0.945	0.576	IniUF	13	n/a	func/u073.bmp
161.6020	0.0	n/a	btnR	n/a	0.796	n/a
163.9630	0.88	0.45	ImmUF	14	n/a	func/u073.bmp
164.7910	0.0	n/a	btnR	n/a	0.828	n/a
167.1380	0.85	0.535	DelSF	19	n/a	func/s071.bmp
167.9550	0.0	n/a	btnL	n/a	0.817	n/a
170.2100	0.961	0.463	IniSF	17	n/a	func/s067.bmp
171.1710	0.0	n/a	btnL	n/a	0.961	n/a
173.3670	0.932	0.43	ImmSF	18	n/a	func/s067.bmp
174.0580	0.0	n/a	btnL	n/a	0.691	n/a
176.5240	0.981	0.458	DelUF	15	n/a	func/u070.bmp
177.2930	0.0	n/a	btnR	n/a	0.769	n/a
179.7650	0.9	0.494	IniUF	13	n/a	func/u080.bmp
180.8290	0.0	n/a	btnR	n/a	1.064	n/a
182.8550	0.938	0.418	IniFF	5	n/a	func/f081.bmp
183.6460	0.0	n/a	btnR	n/a	0.791	n/a
185.9950	0.99	0.43	ImmFF	6	n/a	func/f081.bmp
186.7200	0.0	n/a	btnR	n/a	0.725	n/a
189.1690	0.815	0.412	DelFF	7	n/a	func/f074.bmp
190.3920	0.0	n/a	btnL	n/a	1.223	n/a
212.3200	0.938	0.552	IniSF	17	n/a	func/s079.bmp
213.3960	0.0	n/a	btnL	n/a	1.076	n/a
215.5110	0.919	0.484	ImmSF	18	n/a	func/s079.bmp
216.2150	0.0	n/a	btnL	n/a	0.704	n/a
218.7510	0.802	0.56	DelSF	19	n/a	func/s068.bmp
219.7100	0.0	n/a	btnR	n/a	0.959	n/a
221.7580	0.938	0.445	IniUF	13	n/a	func/u065.bmp
222.7270	0.0	n/a	btnL	n/a	0.969	n/a
224.9150	0.85	0.445	IniFF	5	n/a	func/f079.bmp
225.8250	0.0	n/a	btnL	n/a	0.91	n/a
227.9880	0.831	0.453	ImmFF	6	n/a	func/f079.bmp
228.8900	0.0	n/a	btnL	n/a	0.902	n/a
231.2120	0.99	0.577	IniUF	13	n/a	func/u079.bmp
232.0500	0.0	n/a	btnR	n/a	0.838	n/a
234.4530	0.912	0.474	ImmUF	14	n/a	func/u079.bmp
235.1300	0.0	n/a	btnR	n/a	0.677	n/a
237.6430	0.912	0.506	DelUF	15	n/a	func/u080.bmp
238.4220	0.0	n/a	btnR	n/a	0.779	n/a
240.9000	0.856	0.576	IniUF	13	n/a	func/u072.bmp
241.7350	0.0	n/a	btnL	n/a	0.835	n/a
244.0570	0.853	0.532	ImmUF	14	n/a	func/u072.bmp
244.8310	0.0	n/a	btnL	n/a	0.774	n/a
247.2140	0.848	0.524	IniFF	5	n/a	func/f065.bmp
248.2870	0.0	n/a	btnL	n/a	1.073	n/a
250.2220	0.944	0.401	IniSF	17	n/a	func/s080.bmp
250.9500	0.0	n/a	btnR	n/a	0.728	n/a
253.4780	0.933	0.547	DelUF	15	n/a	func/u065.bmp
254.4470	0.0	n/a	btnL	n/a	0.969	n/a
256.7350	0.894	0.565	IniUF	13	n/a	func/u081.bmp
257.5700	0.0	n/a	btnL	n/a	0.835	n/a
259.9100	0.989	0.518	ImmUF	14	n/a	func/u081.bmp
260.7790	0.0	n/a	btnL	n/a	0.869	n/a
263.2660	0.997	0.593	IniSF	17	n/a	func/s070.bmp
263.8550	0.0	n/a	btnR	n/a	0.589	n/a
