onset	duration	circle_duration	trial_type	trigger	button_pushed	response_time	stim_file
0.0	0.871	0.509	IniUF	13	7	1.013	func/u031.bmp
3.19	0.998	0.541	IniSF	17	4	1.369	func/s031.bmp
6.581	0.825	0.533	IniFF	5	4	0.984	func/f021.bmp
9.671	0.978	0.5	IniFF	5	4	0.876	func/f019.bmp
12.945	0.921	0.522	ImmFF	6	4	0.662	func/f019.bmp
16.152	0.822	0.502	IniSF	17	4	1.03	func/s017.bmp
19.309	0.816	0.556	IniFF	5	4	0.852	func/f030.bmp
22.349	0.987	0.461	ImmFF	6	4	0.73	func/f030.bmp
25.59	0.985	0.472	DelUF	15	7	0.829	func/u031.bmp
48.925	0.96	0.578	IniUF	13	7	0.702	func/u024.bmp
52.116	0.807	0.453	ImmUF	14	7	0.745	func/u024.bmp
55.172	0.991	0.479	DelSF	19	4	1.062	func/s031.bmp
58.346	0.858	0.414	IniUF	13	7	1.25	func/u025.bmp
61.52	0.978	0.547	DelFF	7	4	0.76	func/f021.bmp
64.76	0.911	0.496	IniSF	17	7	0.922	func/s026.bmp
67.85	0.803	0.415	ImmSF	18	7	0.719	func/s026.bmp
71.007	0.842	0.595	IniUF	13	7	1.36	func/u017.bmp
74.064	0.86	0.446	ImmUF	14	7	0.72	func/u017.bmp
77.271	0.82	0.571	DelSF	19	4	0.902	func/s017.bmp
80.395	0.947	0.531	IniFF	5	7	1.245	func/f023.bmp
83.569	0.875	0.467	IniSF	17	4	0.958	func/s032.bmp
86.659	0.965	0.437	IniFF	5	7	0.886	func/f022.bmp
89.916	0.853	0.527	ImmFF	6	7	0.612	func/f022.bmp
93.09	0.959	0.543	DelUF	15	7	1.23	func/u025.bmp
96.247	0.927	0.43	IniSF	17	7	1.164	func/s029.bmp
99.42	0.961	0.471	IniFF	5	4	0.799	func/f025.bmp
102.594	0.964	0.438	ImmFF	6	4	0.901	func/f025.bmp
105.801	0.997	0.479	IniFF	5	4	1.099	func/f026.bmp
108.992	0.862	0.424	ImmFF	6	4	0.559	func/f026.bmp
112.099	0.878	0.483	DelFF	7	7	0.855	func/f023.bmp
135.183	0.923	0.426	IniFF	5	4	0.898	func/f031.bmp
138.307	0.989	0.43	DelSF	19	4	0.926	func/s032.bmp
141.614	0.841	0.539	IniSF	17	7	0.673	func/s018.bmp
144.755	0.86	0.534	IniUF	13	7	1.149	func/u026.bmp
147.794	0.904	0.414	ImmUF	14	7	0.74	func/u026.bmp
150.968	0.83	0.485	DelSF	19	7	0.869	func/s029.bmp
153.975	0.868	0.409	IniSF	17	7	0.964	func/s027.bmp
157.182	0.861	0.577	ImmSF	18	4	0.976	func/s027.bmp
160.322	0.868	0.505	IniUF	13	7	1.112	func/u027.bmp
163.496	0.815	0.542	IniSF	17	4	0.909	func/s025.bmp
166.62	0.849	0.546	DelFF	7	4	0.952	func/f031.bmp
169.66	0.974	0.43	IniFF	5	4	1.231	func/f017.bmp
172.984	0.957	0.572	ImmFF	6	4	0.879	func/f017.bmp
176.274	0.911	0.561	DelSF	19	7	1.0	func/s018.bmp
179.481	0.943	0.525	IniSF	17	4	1.022	func/s028.bmp
182.622	0.862	0.422	ImmSF	18	7	1.006	func/s028.bmp
185.662	0.93	0.403	IniSF	17	7	0.921	func/s024.bmp
188.852	0.891	0.495	ImmSF	18	7	0.803	func/s024.bmp
212.087	0.828	0.564	IniFF	5	7	1.0	func/f024.bmp
215.127	0.943	0.443	DelUF	15	7	0.828	func/u027.bmp
218.401	0.98	0.556	IniFF	5	7	0.535	func/f028.bmp
221.725	0.824	0.575	ImmFF	6	7	0.494	func/f028.bmp
224.882	0.882	0.554	DelSF	19	4	0.799	func/s025.bmp
228.04	0.857	0.518	IniUF	13	7	1.146	func/u018.bmp
231.246	0.89	0.53	ImmUF	14	7	0.936	func/u018.bmp
234.437	0.835	0.522	IniFF	5	4	0.844	func/f020.bmp
237.544	0.945	0.505	IniFF	5	7	0.985	func/f029.bmp
240.684	0.835	0.432	ImmFF	6	7	0.877	func/f029.bmp
243.724	0.813	0.437	IniSF	17	7	1.143	func/s019.bmp
246.831	0.883	0.526	DelFF	7	7	0.77	func/f024.bmp
250.021	0.914	0.535	IniUF	13	4	0.972	func/u032.bmp
253.162	0.879	0.465	IniUF	13	7	1.09	func/u022.bmp
