onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0	0.868	0.541	IniUF	13.0	n/a	func/u095.bmp
0.815	0.0	n/a	btnL	n/a	0.815	n/a
3.14	0.968	0.513	IniUF	13.0	n/a	func/u085.bmp
3.837	0.0	n/a	btnR	n/a	0.697	n/a
6.464	0.819	0.497	ImmUF	14.0	n/a	func/u085.bmp
7.212	0.0	n/a	btnR	n/a	0.748	n/a
9.554	0.815	0.505	IniFF	5.0	n/a	func/f089.bmp
10.407	0.0	n/a	btnR	n/a	0.853	n/a
12.695	0.845	0.556	IniSF	17.0	n/a	func/s090.bmp
13.445	0.0	n/a	btnL	n/a	0.75	n/a
15.852	0.864	0.547	ImmSF	18.0	n/a	func/s090.bmp
16.502	0.0	n/a	btnL	n/a	0.65	n/a
19.025	0.941	0.549	IniUF	13.0	n/a	func/u094.bmp
20.026	0.0	n/a	btnR	n/a	1.001	n/a
22.149	0.927	0.409	IniFF	5.0	n/a	func/f092.bmp
23.129	0.0	n/a	btnR	n/a	0.98	n/a
25.339	0.958	0.489	ImmFF	6.0	n/a	func/f092.bmp
26.034	0.0	n/a	btnR	n/a	0.695	n/a
28.648	0.931	0.585	DelUF	15.0	n/a	func/u095.bmp
29.425	0.0	n/a	btnL	n/a	0.777	n/a
51.882	0.805	0.532	IniUF	13.0	n/a	func/u086.bmp
52.994	0.0	n/a	btnL	n/a	1.112	n/a
54.955	0.97	0.498	ImmUF	14.0	n/a	func/u086.bmp
55.589	0.0	n/a	btnL	n/a	0.634	n/a
58.229	0.822	0.55	IniUF	13.0	n/a	func/u090.bmp
59.041	0.0	n/a	btnL	n/a	0.812	n/a
61.269	0.817	0.438	ImmUF	14.0	n/a	func/u090.bmp
61.894	0.0	n/a	btnL	n/a	0.625	n/a
64.426	0.807	0.576	DelFF	7.0	n/a	func/f089.bmp
65.242	0.0	n/a	btnR	n/a	0.816	n/a
67.45	0.818	0.441	IniSF	17.0	n/a	func/s095.bmp
68.157	0.0	n/a	btnL	n/a	0.707	n/a
70.54	0.93	0.51	ImmSF	18.0	n/a	func/s095.bmp
71.226	0.0	n/a	btnL	n/a	0.686	n/a
73.78	0.888	0.538	IniSF	17.0	n/a	func/s091.bmp
74.455	0.0	n/a	btnL	n/a	0.675	n/a
76.989	0.944	0.552	DelUF	15.0	n/a	func/u094.bmp
77.675	0.0	n/a	btnR	n/a	0.686	n/a
80.228	0.992	0.531	IniUF	13.0	n/a	func/u092.bmp
81.264	0.0	n/a	btnL	n/a	1.036	n/a
83.552	0.804	0.563	IniUF	13.0	n/a	func/u087.bmp
84.778	0.0	n/a	btnR	n/a	1.226	n/a
86.626	0.982	0.492	IniUF	13.0	n/a	func/u084.bmp
87.363	0.0	n/a	btnL	n/a	0.737	n/a
89.816	0.871	0.45	IniSF	17.0	n/a	func/s082.bmp
90.901	0.0	n/a	btnR	n/a	1.085	n/a
93.023	0.857	0.556	ImmSF	18.0	n/a	func/s082.bmp
93.823	0.0	n/a	btnR	n/a	0.8	n/a
96.247	0.889	0.593	IniSF	17.0	n/a	func/s092.bmp
97.233	0.0	n/a	btnL	n/a	0.986	n/a
99.321	0.996	0.409	ImmSF	18.0	n/a	func/s092.bmp
99.978	0.0	n/a	btnL	n/a	0.657	n/a
102.528	0.817	0.441	DelSF	19.0	n/a	func/s091.bmp
103.273	0.0	n/a	btnL	n/a	0.745	n/a
105.585	0.816	0.483	IniSF	17.0	n/a	func/s086.bmp
106.245	0.0	n/a	btnL	n/a	0.66	n/a
