onset	duration	circle_duration	trial_type	trigger	button_pushed	response_time	stim_file
0.0	0.836	0.428	IniFF	5	7.0	1.187	func/f045.bmp
3.14	0.818	0.544	ImmFF	6	7.0	1.446	func/f045.bmp
6.247	0.825	0.432	IniSF	17	4.0	0.986	func/s046.bmp
9.255	0.955	0.418	IniFF	5	7.0	1.375	func/f040.bmp
12.511	0.899	0.533	IniSF	17	4.0	1.164	func/s041.bmp
15.601	0.935	0.426	IniFF	5	7.0	1.088	func/f033.bmp
18.725	0.814	0.424	IniFF	5	4.0	1.866	func/f034.bmp
21.882	0.834	0.571	IniFF	5	7.0	0.953	func/f042.bmp
24.922	0.983	0.444	ImmFF	6	7.0	0.739	func/f042.bmp
28.112	0.914	0.442	DelSF	19		0.0	func/s046.bmp
51.281	0.948	0.479	IniUF	13	7.0	1.294	func/u048.bmp
54.538	0.837	0.544	ImmUF	14	7.0	0.916	func/u048.bmp
57.745	0.966	0.595	DelFF	7	4.0	1.388	func/f040.bmp
60.919	0.965	0.443	IniSF	17		0.0	func/s043.bmp
64.126	0.965	0.482	DelSF	19		0.0	func/s041.bmp
67.333	0.906	0.477	IniSF	17	4.0	0.952	func/s045.bmp
70.523	0.818	0.513	DelFF	7	4.0	1.559	func/f033.bmp
73.547	0.923	0.449	IniFF	5		0.0	func/f048.bmp
76.704	0.997	0.461	ImmFF	6	7.0	1.077	func/f048.bmp
79.927	0.951	0.465	DelFF	7	7.0	0.889	func/f034.bmp
83.135	0.961	0.486	IniFF	5	4.0	1.312	func/f047.bmp
86.408	0.88	0.54	ImmFF	6		0.0	func/f047.bmp
89.465	0.801	0.415	IniUF	13		0.0	func/u044.bmp
92.489	0.915	0.461	ImmUF	14	4.0	0.838	func/u044.bmp
95.746	0.966	0.575	IniSF	17	7.0	1.124	func/s040.bmp
99.02	0.884	0.54	ImmSF	18		0.0	func/s040.bmp
102.26	0.983	0.587	DelSF	19	4.0	1.14	func/s043.bmp
105.584	0.903	0.57	IniSF	17		0.0	func/s034.bmp
108.791	0.958	0.548	DelSF	19	7.0	0.668	func/s045.bmp
132.11	0.988	0.577	IniFF	5	4.0	1.46	func/f046.bmp
135.3	0.827	0.431	ImmFF	6	4.0	0.869	func/f046.bmp
138.474	0.994	0.57	IniUF	13	7.0	1.036	func/u035.bmp
141.781	0.851	0.539	IniUF	13	4.0	0.886	func/u040.bmp
144.972	0.855	0.583	ImmUF	14	4.0	0.799	func/u040.bmp
148.045	0.893	0.448	IniUF	13	4.0	0.967	func/u043.bmp
151.152	0.801	0.435	IniSF	17	7.0	1.061	func/s039.bmp
154.309	0.853	0.589	ImmSF	18	7.0	0.581	func/s039.bmp
157.516	0.866	0.579	DelSF	19	7.0	0.751	func/s034.bmp
160.723	0.968	0.578	IniFF	5	7.0	1.339	func/f043.bmp
164.031	0.883	0.572	ImmFF	6		0.0	func/f043.bmp
167.271	0.817	0.595	IniFF	5	4.0	0.436	func/f035.bmp
170.378	0.917	0.529	DelUF	15	7.0	1.032	func/u035.bmp
173.485	0.828	0.421	IniUF	13		0.0	func/u039.bmp
176.675	0.871	0.589	IniFF	5		0.0	func/f039.bmp
179.916	0.805	0.597	ImmFF	6		0.0	func/f039.bmp
182.939	0.876	0.436	DelUF	15		0.0	func/u043.bmp
186.029	0.804	0.439	IniSF	17		0.0	func/s033.bmp
209.047	0.935	0.43	IniSF	17	7.0	1.201	func/s035.bmp
212.154	0.98	0.402	ImmSF	18	7.0	0.778	func/s035.bmp
215.478	0.964	0.579	IniFF	5	7.0	1.537	func/f041.bmp
218.719	0.857	0.51	DelFF	7	4.0	0.925	func/f035.bmp
221.892	0.853	0.549	IniSF	17	7.0	0.626	func/s048.bmp
224.932	0.942	0.425	ImmSF	18	7.0	0.888	func/s048.bmp
228.156	0.944	0.508	DelUF	15	4.0	1.402	func/u039.bmp
231.414	0.833	0.471	IniFF	5	7.0	1.299	func/f036.bmp
234.47	0.849	0.463	IniFF	5	7.0	0.99	func/f037.bmp
237.644	0.804	0.555	ImmFF	6	7.0	1.111	func/f037.bmp
240.667	0.914	0.438	DelSF	19	4.0	1.263	func/s033.bmp
243.774	0.844	0.428	IniSF	17	7.0	1.646	func/s038.bmp
246.981	0.949	0.59	IniUF	13	4.0	1.11	func/u042.bmp
250.273	0.836	0.585	ImmUF	14	4.0	1.056	func/u042.bmp
253.429	1.0	0.555	DelFF	7	7.0	0.631	func/f041.bmp
256.736	0.961	0.541	IniUF	13	4.0	1.004	func/u037.bmp
260.044	0.951	0.58	ImmUF	14	4.0	1.471	func/u037.bmp
263.251	0.916	0.489	IniSF	17		0.0	func/s044.bmp
266.491	0.856	0.556	ImmSF	18	7.0	0.868	func/s044.bmp
269.648	0.963	0.52	DelFF	7	4.0	1.22	func/f036.bmp
292.983	0.818	0.596	IniFF	5	4.0	1.251	func/f044.bmp
296.14	0.832	0.577	IniUF	13	7.0	1.629	func/u047.bmp
299.331	0.807	0.594	DelSF	19	7.0	0.69	func/s038.bmp
302.405	0.918	0.501	IniSF	17	7.0	0.9	func/s042.bmp
305.595	0.8	0.513	IniUF	13	4.0	0.986	func/u038.bmp
308.686	0.958	0.535	IniFF	5	7.0	2.026	func/f038.bmp
311.892	0.87	0.479	IniSF	17	4.0	0.33	func/s037.bmp
315.133	0.857	0.591	DelFF	7	4.0	1.396	func/f044.bmp
318.189	0.923	0.422	IniUF	13	4.0	1.284	func/u041.bmp
321.48	0.96	0.586	ImmUF	14	4.0	1.142	func/u041.bmp
324.704	0.954	0.492	DelUF	15	7.0	1.664	func/u047.bmp
327.894	0.992	0.458	IniUF	13	4.0	1.426	func/u046.bmp
331.151	0.955	0.493	ImmUF	14	4.0	0.934	func/u046.bmp
334.392	0.83	0.509	DelSF	19	7.0	0.627	func/s042.bmp
337.566	0.836	0.571	IniUF	13	7.0	1.214	func/u045.bmp
340.606	0.907	0.445	DelUF	15	4.0	1.176	func/u038.bmp
343.83	0.978	0.542	IniSF	17	7.0	1.559	func/s036.bmp
347.037	0.965	0.459	DelFF	7	4.0	1.431	func/f038.bmp
370.305	0.805	0.529	IniUF	13	7.0	1.477	func/u036.bmp
373.295	0.854	0.411	ImmUF	14	7.0	0.759	func/u036.bmp
376.335	0.867	0.408	DelSF	19	7.0	0.994	func/s037.bmp
379.408	0.813	0.44	IniUF	13	7.0	1.224	func/u034.bmp
382.549	0.837	0.559	ImmUF	14		0.0	func/u034.bmp
385.589	0.892	0.423	IniUF	13	7.0	0.617	func/u033.bmp
388.763	0.993	0.505	ImmUF	14	4.0	0.855	func/u033.bmp
391.986	0.846	0.462	IniSF	17	7.0	0.95	func/s047.bmp
395.194	0.873	0.599	ImmSF	18	7.0	1.066	func/s047.bmp
398.385	0.993	0.551	DelUF	15		0.0	func/u045.bmp
