onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0	0.803	0.493	IniUF	13.0	n/a	func/u133.bmp
0.994	0.0	n/a	btnR	n/a	0.994	n/a
3.007	0.904	0.424	ImmUF	14.0	n/a	func/u133.bmp
4.382	0.0	n/a	btnR	n/a	1.375	n/a
6.247	0.815	0.463	IniFF	5.0	n/a	func/f137.bmp
7.847	0.0	n/a	btnL	n/a	1.6	n/a
9.254	0.927	0.43	IniUF	13.0	n/a	func/u137.bmp
9.99	0.0	n/a	btnR	n/a	0.736	n/a
12.511	0.886	0.558	ImmUF	14.0	n/a	func/u137.bmp
13.023	0.0	n/a	btnR	n/a	0.512	n/a
15.635	0.894	0.474	IniFF	5.0	n/a	func/f146.bmp
16.498	0.0	n/a	btnL	n/a	0.863	n/a
18.859	0.894	0.553	IniUF	13.0	n/a	func/u142.bmp
19.436	0.0	n/a	btnR	n/a	0.577	n/a
22.116	0.932	0.589	ImmUF	14.0	n/a	func/u142.bmp
22.793	0.0	n/a	btnR	n/a	0.677	n/a
25.256	0.849	0.448	IniSF	17.0	n/a	func/s145.bmp
25.558	0.0	n/a	btnR	n/a	0.302	n/a
48.408	0.895	0.521	IniFF	5.0	n/a	func/f133.bmp
49.856	0.0	n/a	btnR	n/a	1.448	n/a
51.531	0.865	0.458	DelFF	7.0	n/a	func/f137.bmp
52.603	0.0	n/a	btnL	n/a	1.072	n/a
54.621	0.948	0.466	IniFF	5.0	n/a	func/f143.bmp
55.964	0.0	n/a	btnR	n/a	1.343	n/a
57.762	0.975	0.419	ImmFF	6.0	n/a	func/f143.bmp
58.633	0.0	n/a	btnL	n/a	0.871	n/a
61.002	0.961	0.486	IniFF	5.0	n/a	func/f140.bmp
62.092	0.0	n/a	btnL	n/a	1.09	n/a
64.243	0.94	0.511	ImmFF	6.0	n/a	func/f140.bmp
65.001	0.0	n/a	btnL	n/a	0.758	n/a
67.383	0.899	0.423	DelFF	7.0	n/a	func/f146.bmp
68.142	0.0	n/a	btnR	n/a	0.759	n/a
70.557	0.936	0.509	IniFF	5.0	n/a	func/f135.bmp
71.647	0.0	n/a	btnL	n/a	1.09	n/a
73.847	0.899	0.59	ImmFF	6.0	n/a	func/f135.bmp
74.525	0.0	n/a	btnL	n/a	0.678	n/a
77.105	0.949	0.595	IniSF	17.0	n/a	func/s141.bmp
78.24	0.0	n/a	btnR	n/a	1.135	n/a
80.379	0.848	0.565	DelSF	19.0	n/a	func/s145.bmp
81.911	0.0	n/a	btnR	n/a	1.532	n/a
83.519	0.985	0.526	IniSF	17.0	n/a	func/s140.bmp
84.113	0.0	n/a	btnR	n/a	0.594	n/a
86.794	0.905	0.535	DelFF	7.0	n/a	func/f133.bmp
88.202	0.0	n/a	btnR	n/a	1.408	n/a
89.883	0.836	0.414	IniUF	13.0	n/a	func/u145.bmp
91.59	0.0	n/a	btnR	n/a	1.707	n/a
92.906	0.975	0.421	IniSF	17.0	n/a	func/s134.bmp
94.199	0.0	n/a	btnR	n/a	1.293	n/a
96.18	0.823	0.526	ImmSF	18.0	n/a	func/s134.bmp
96.711	0.0	n/a	btnR	n/a	0.531	n/a
99.204	0.832	0.426	IniFF	5.0	n/a	func/f138.bmp
100.301	0.0	n/a	btnR	n/a	1.097	n/a
102.327	0.95	0.527	ImmFF	6.0	n/a	func/f138.bmp
103.247	0.0	n/a	btnR	n/a	0.92	n/a
105.468	0.806	0.426	IniSF	17.0	n/a	func/s143.bmp
106.198	0.0	n/a	btnR	n/a	0.73	n/a
108.574	0.835	0.53	DelSF	19.0	n/a	func/s141.bmp
109.262	0.0	n/a	btnR	n/a	0.688	n/a
131.659	0.92	0.477	IniSF	17.0	n/a	func/s136.bmp
132.323	0.0	n/a	btnR	n/a	0.664	n/a
134.883	0.98	0.523	ImmSF	18.0	n/a	func/s136.bmp
135.583	0.0	n/a	btnL	n/a	0.7	n/a
138.173	0.853	0.545	DelSF	19.0	n/a	func/s140.bmp
139.486	0.0	n/a	btnR	n/a	1.313	n/a
141.314	0.876	0.521	IniFF	5.0	n/a	func/f139.bmp
143.082	0.0	n/a	btnL	n/a	1.768	n/a
144.421	0.906	0.464	ImmFF	6.0	n/a	func/f139.bmp
145.551	0.0	n/a	btnL	n/a	1.13	n/a
147.528	0.905	0.426	DelUF	15.0	n/a	func/u145.bmp
148.251	0.0	n/a	btnR	n/a	0.723	n/a
150.768	0.922	0.556	IniFF	5.0	n/a	func/f132.bmp
151.786	0.0	n/a	btnL	n/a	1.018	n/a
154.025	0.931	0.561	IniUF	13.0	n/a	func/u146.bmp
154.917	0.0	n/a	btnR	n/a	0.892	n/a
157.132	0.971	0.413	IniSF	17.0	n/a	func/s131.bmp
157.859	0.0	n/a	btnR	n/a	0.727	n/a
160.423	0.868	0.548	ImmSF	18.0	n/a	func/s131.bmp
161.425	0.0	n/a	btnR	n/a	1.002	n/a
163.546	0.848	0.489	DelSF	19.0	n/a	func/s143.bmp
164.261	0.0	n/a	btnR	n/a	0.715	n/a
