onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0	0.818	0.456	IniSF	17.0	n/a	func/s060.bmp
0.949	0.0	n/a	btnR	n/a	0.949	n/a
2.99	0.87	0.413	ImmSF	18.0	n/a	func/s060.bmp
3.566	0.0	n/a	btnR	n/a	0.576	n/a
6.197	0.842	0.47	IniUF	13.0	n/a	func/u055.bmp
6.966	0.0	n/a	btnR	n/a	0.769	n/a
9.254	0.817	0.442	IniUF	13.0	n/a	func/u054.bmp
9.91	0.0	n/a	btnR	n/a	0.656	n/a
12.244	0.898	0.404	ImmUF	14.0	n/a	func/u054.bmp
13.064	0.0	n/a	btnR	n/a	0.82	n/a
15.534	0.952	0.598	IniUF	13.0	n/a	func/u059.bmp
16.18	0.0	n/a	btnL	n/a	0.646	n/a
18.708	0.81	0.458	ImmUF	14.0	n/a	func/u059.bmp
19.382	0.0	n/a	btnL	n/a	0.674	n/a
21.781	1.0	0.483	IniFF	5.0	n/a	func/f058.bmp
22.633	0.0	n/a	btnL	n/a	0.852	n/a
25.122	0.866	0.568	IniUF	13.0	n/a	func/u052.bmp
25.879	0.0	n/a	btnR	n/a	0.757	n/a
28.346	0.851	0.59	ImmUF	14.0	n/a	func/u052.bmp
29.054	0.0	n/a	btnR	n/a	0.708	n/a
51.464	0.86	0.496	IniSF	17.0	n/a	func/s061.bmp
52.456	0.0	n/a	btnR	n/a	0.992	n/a
54.655	0.979	0.553	DelUF	15.0	n/a	func/u055.bmp
55.56	0.0	n/a	btnL	n/a	0.905	n/a
57.828	0.853	0.424	IniFF	5.0	n/a	func/f049.bmp
59.11	0.0	n/a	btnR	n/a	1.282	n/a
61.052	0.922	0.592	IniSF	17.0	n/a	func/s058.bmp
61.868	0.0	n/a	btnL	n/a	0.816	n/a
64.343	0.823	0.567	IniSF	17.0	n/a	func/s057.bmp
65.265	0.0	n/a	btnL	n/a	0.922	n/a
67.45	0.846	0.515	ImmSF	18.0	n/a	func/s057.bmp
68.335	0.0	n/a	btnR	n/a	0.885	n/a
70.54	0.96	0.478	DelFF	7.0	n/a	func/f058.bmp
71.212	0.0	n/a	btnL	n/a	0.672	n/a
73.797	0.919	0.52	IniUF	13.0	n/a	func/u058.bmp
74.536	0.0	n/a	btnL	n/a	0.739	n/a
77.038	0.999	0.56	ImmUF	14.0	n/a	func/u058.bmp
77.97	0.0	n/a	btnL	n/a	0.932	n/a
80.262	0.934	0.461	IniUF	13.0	n/a	func/u060.bmp
81.154	0.0	n/a	btnR	n/a	0.892	n/a
83.419	0.888	0.458	ImmUF	14.0	n/a	func/u060.bmp
84.043	0.0	n/a	btnR	n/a	0.624	n/a
86.659	0.826	0.573	DelSF	19.0	n/a	func/s061.bmp
87.444	0.0	n/a	btnL	n/a	0.785	n/a
89.783	0.986	0.512	IniSF	17.0	n/a	func/s054.bmp
90.518	0.0	n/a	btnR	n/a	0.735	n/a
92.973	0.899	0.444	DelFF	7.0	n/a	func/f049.bmp
94.105	0.0	n/a	btnR	n/a	1.132	n/a
96.097	0.86	0.457	IniFF	5.0	n/a	func/f064.bmp
96.792	0.0	n/a	btnR	n/a	0.695	n/a
99.187	0.925	0.457	DelSF	19.0	n/a	func/s058.bmp
99.808	0.0	n/a	btnL	n/a	0.621	n/a
102.478	0.898	0.57	IniFF	5.0	n/a	func/f056.bmp
103.433	0.0	n/a	btnL	n/a	0.955	n/a
105.735	0.88	0.6	ImmFF	6.0	n/a	func/f056.bmp
106.313	0.0	n/a	btnL	n/a	0.578	n/a
108.843	0.94	0.451	IniFF	5.0	n/a	func/f062.bmp
109.488	0.0	n/a	btnR	n/a	0.645	n/a
132.077	1.0	0.503	IniFF	5.0	n/a	func/f063.bmp
132.874	0.0	n/a	btnR	n/a	0.797	n/a
135.268	0.9	0.429	ImmFF	6.0	n/a	func/f063.bmp
135.84	0.0	n/a	btnR	n/a	0.572	n/a
138.475	0.825	0.545	IniSF	17.0	n/a	func/s055.bmp
139.276	0.0	n/a	btnL	n/a	0.801	n/a
141.665	0.905	0.587	ImmSF	18.0	n/a	func/s055.bmp
142.453	0.0	n/a	btnL	n/a	0.788	n/a
144.906	0.883	0.558	DelSF	19.0	n/a	func/s054.bmp
145.802	0.0	n/a	btnL	n/a	0.896	n/a
148.096	0.925	0.543	IniSF	17.0	n/a	func/s064.bmp
149.275	0.0	n/a	btnL	n/a	1.179	n/a
151.22	0.855	0.43	ImmSF	18.0	n/a	func/s064.bmp
152.166	0.0	n/a	btnR	n/a	0.946	n/a
154.344	0.887	0.492	DelFF	7.0	n/a	func/f064.bmp
155.159	0.0	n/a	btnR	n/a	0.815	n/a
157.467	0.965	0.456	IniSF	17.0	n/a	func/s063.bmp
158.236	0.0	n/a	btnL	n/a	0.769	n/a
