onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0	0.977	0.446	IniUF	13.0	n/a	func/u044.bmp
1.051	0.0	n/a	btnR	n/a	1.051	n/a
3.29	0.815	0.537	IniFF	5.0	n/a	func/f041.bmp
4.374	0.0	n/a	btnL	n/a	1.084	n/a
6.414	0.867	0.448	IniFF	5.0	n/a	func/f043.bmp
7.702	0.0	n/a	btnR	n/a	1.288	n/a
9.621	0.991	0.58	IniSF	17.0	n/a	func/s035.bmp
10.785	0.0	n/a	btnR	n/a	1.164	n/a
12.911	0.839	0.527	ImmSF	18.0	n/a	func/s035.bmp
13.363	0.0	n/a	btnR	n/a	0.452	n/a
15.935	0.869	0.411	IniSF	17.0	n/a	func/s042.bmp
16.639	0.0	n/a	btnR	n/a	0.704	n/a
19.075	0.83	0.512	ImmSF	18.0	n/a	func/s042.bmp
19.817	0.0	n/a	btnR	n/a	0.742	n/a
22.266	0.977	0.595	IniFF	5.0	n/a	func/f036.bmp
23.106	0.0	n/a	btnR	n/a	0.84	n/a
25.506	0.852	0.489	ImmFF	6.0	n/a	func/f036.bmp
26.224	0.0	n/a	btnR	n/a	0.718	n/a
28.546	0.931	0.43	DelUF	15.0	n/a	func/u044.bmp
29.277	0.0	n/a	btnR	n/a	0.731	n/a
51.848	0.939	0.591	IniSF	17.0	n/a	func/s040.bmp
52.852	0.0	n/a	btnR	n/a	1.004	n/a
55.021	0.845	0.459	ImmSF	18.0	n/a	func/s040.bmp
55.907	0.0	n/a	btnR	n/a	0.886	n/a
58.061	0.983	0.429	DelFF	7.0	n/a	func/f041.bmp
58.647	0.0	n/a	btnR	n/a	0.586	n/a
61.319	0.813	0.513	IniSF	17.0	n/a	func/s033.bmp
61.969	0.0	n/a	btnR	n/a	0.65	n/a
64.392	0.889	0.492	ImmSF	18.0	n/a	func/s033.bmp
65.291	0.0	n/a	btnR	n/a	0.899	n/a
67.466	0.849	0.414	DelFF	7.0	n/a	func/f043.bmp
68.461	0.0	n/a	btnR	n/a	0.995	n/a
70.539	0.985	0.458	IniSF	17.0	n/a	func/s046.bmp
71.666	0.0	n/a	btnR	n/a	1.127	n/a
73.763	0.828	0.475	IniUF	13.0	n/a	func/u035.bmp
75.043	0.0	n/a	btnR	n/a	1.28	n/a
76.803	0.832	0.44	IniFF	5.0	n/a	func/f040.bmp
77.975	0.0	n/a	btnL	n/a	1.172	n/a
79.843	0.807	0.446	IniUF	13.0	n/a	func/u034.bmp
81.042	0.0	n/a	btnR	n/a	1.199	n/a
82.983	0.934	0.554	IniSF	17.0	n/a	func/s036.bmp
83.968	0.0	n/a	btnR	n/a	0.985	n/a
86.257	0.867	0.572	ImmSF	18.0	n/a	func/s036.bmp
86.901	0.0	n/a	btnR	n/a	0.644	n/a
89.447	0.997	0.56	IniSF	17.0	n/a	func/s048.bmp
90.421	0.0	n/a	btnR	n/a	0.974	n/a
92.738	0.929	0.525	DelSF	19.0	n/a	func/s046.bmp
93.591	0.0	n/a	btnR	n/a	0.853	n/a
96.029	0.996	0.589	IniSF	17.0	n/a	func/s034.bmp
96.57	0.0	n/a	btnR	n/a	0.541	n/a
99.319	0.848	0.52	ImmSF	18.0	n/a	func/s034.bmp
100.106	0.0	n/a	btnR	n/a	0.787	n/a
102.476	0.807	0.545	DelUF	15.0	n/a	func/u035.bmp
103.231	0.0	n/a	btnR	n/a	0.755	n/a
105.583	0.834	0.527	IniFF	5.0	n/a	func/f047.bmp
106.481	0.0	n/a	btnR	n/a	0.898	n/a
108.657	0.978	0.48	ImmFF	6.0	n/a	func/f047.bmp
109.547	0.0	n/a	btnR	n/a	0.89	n/a
111.997	0.981	0.6	DelFF	7.0	n/a	func/f040.bmp
113.155	0.0	n/a	btnL	n/a	1.158	n/a
135.182	0.995	0.432	IniFF	5.0	n/a	func/f039.bmp
136.235	0.0	n/a	btnL	n/a	1.053	n/a
138.439	0.882	0.492	DelUF	15.0	n/a	func/u034.bmp
139.422	0.0	n/a	btnR	n/a	0.983	n/a
141.529	0.84	0.449	IniUF	13.0	n/a	func/u045.bmp
142.233	0.0	n/a	btnR	n/a	0.704	n/a
144.569	0.969	0.422	IniUF	13.0	n/a	func/u036.bmp
145.77	0.0	n/a	btnL	n/a	1.201	n/a
147.726	0.894	0.424	ImmUF	14.0	n/a	func/u036.bmp
148.842	0.0	n/a	btnL	n/a	1.116	n/a
150.883	0.967	0.499	DelSF	19.0	n/a	func/s048.bmp
151.909	0.0	n/a	btnR	n/a	1.026	n/a
154.207	0.835	0.596	IniFF	5.0	n/a	func/f048.bmp
155.259	0.0	n/a	btnL	n/a	1.052	n/a
157.281	0.832	0.478	IniFF	5.0	n/a	func/f045.bmp
158.795	0.0	n/a	btnR	n/a	1.514	n/a
160.455	0.99	0.584	ImmFF	6.0	n/a	func/f045.bmp
162.287	0.0	n/a	btnL	n/a	1.832	n/a
163.712	0.997	0.489	IniUF	13.0	n/a	func/u043.bmp
164.722	0.0	n/a	btnR	n/a	1.01	n/a
166.885	0.883	0.414	DelFF	7.0	n/a	func/f039.bmp
167.672	0.0	n/a	btnL	n/a	0.787	n/a
170.009	0.948	0.468	IniFF	5.0	n/a	func/f038.bmp
171.875	0.0	n/a	btnR	n/a	1.866	n/a
173.199	0.83	0.474	DelUF	15.0	n/a	func/u045.bmp
174.293	0.0	n/a	btnR	n/a	1.094	n/a
176.206	0.873	0.405	IniUF	13.0	n/a	func/u048.bmp
177.62	0.0	n/a	btnR	n/a	1.414	n/a
179.396	0.99	0.539	ImmUF	14.0	n/a	func/u048.bmp
180.357	0.0	n/a	btnR	n/a	0.961	n/a
182.687	0.899	0.524	IniSF	17.0	n/a	func/s043.bmp
183.708	0.0	n/a	btnL	n/a	1.021	n/a
185.76	0.869	0.416	ImmSF	18.0	n/a	func/s043.bmp
186.795	0.0	n/a	btnL	n/a	1.035	n/a
188.901	0.955	0.506	DelFF	7.0	n/a	func/f048.bmp
189.932	0.0	n/a	btnL	n/a	1.031	n/a
212.119	0.858	0.47	IniSF	17.0	n/a	func/s039.bmp
213.752	0.0	n/a	btnL	n/a	1.633	n/a
215.259	0.813	0.517	IniFF	5.0	n/a	func/f044.bmp
216.565	0.0	n/a	btnR	n/a	1.306	n/a
218.416	0.979	0.581	DelUF	15.0	n/a	func/u043.bmp
219.276	0.0	n/a	btnR	n/a	0.86	n/a
221.707	0.903	0.536	IniSF	17.0	n/a	func/s041.bmp
223.465	0.0	n/a	btnR	n/a	1.758	n/a
224.864	0.915	0.485	ImmSF	18.0	n/a	func/s041.bmp
225.365	0.0	n/a	btnR	n/a	0.501	n/a
228.121	0.982	0.531	DelFF	7.0	n/a	func/f038.bmp
229.224	0.0	n/a	btnR	n/a	1.103	n/a
231.396	0.909	0.535	IniUF	13.0	n/a	func/u040.bmp
232.742	0.0	n/a	btnR	n/a	1.346	n/a
234.518	0.889	0.447	IniFF	5.0	n/a	func/f042.bmp
235.783	0.0	n/a	btnL	n/a	1.265	n/a
237.759	0.968	0.572	ImmFF	6.0	n/a	func/f042.bmp
238.627	0.0	n/a	btnL	n/a	0.868	n/a
241.067	0.946	0.584	IniSF	17.0	n/a	func/s045.bmp
241.864	0.0	n/a	btnR	n/a	0.797	n/a
244.24	0.821	0.453	ImmSF	18.0	n/a	func/s045.bmp
244.895	0.0	n/a	btnR	n/a	0.655	n/a
247.397	0.99	0.556	DelSF	19.0	n/a	func/s039.bmp
248.432	0.0	n/a	btnR	n/a	1.035	n/a
250.571	0.844	0.415	IniFF	5.0	n/a	func/f033.bmp
251.91	0.0	n/a	btnR	n/a	1.339	n/a
253.627	0.913	0.439	ImmFF	6.0	n/a	func/f033.bmp
254.704	0.0	n/a	btnR	n/a	1.077	n/a
256.717	0.804	0.412	DelFF	7.0	n/a	func/f044.bmp
257.704	0.0	n/a	btnR	n/a	0.987	n/a
259.808	0.919	0.507	IniSF	17.0	n/a	func/s044.bmp
260.36	0.0	n/a	btnR	n/a	0.552	n/a
262.948	0.966	0.462	ImmSF	18.0	n/a	func/s044.bmp
263.441	0.0	n/a	btnR	n/a	0.493	n/a
266.223	0.853	0.551	IniUF	13.0	n/a	func/u046.bmp
266.633	0.0	n/a	btnR	n/a	0.41	n/a
269.412	0.856	0.579	ImmUF	14.0	n/a	func/u046.bmp
272.536	0.961	0.489	DelUF	15.0	n/a	func/u040.bmp
273.313	0.0	n/a	btnR	n/a	0.777	n/a
295.77	0.958	0.489	IniUF	13.0	n/a	func/u039.bmp
296.697	0.0	n/a	btnR	n/a	0.927	n/a
298.927	0.969	0.433	ImmUF	14.0	n/a	func/u039.bmp
299.417	0.0	n/a	btnR	n/a	0.49	n/a
302.051	0.829	0.4	IniFF	5.0	n/a	func/f034.bmp
303.153	0.0	n/a	btnL	n/a	1.102	n/a
305.091	0.806	0.438	IniUF	13.0	n/a	func/u033.bmp
306.226	0.0	n/a	btnL	n/a	1.135	n/a
308.148	0.919	0.475	IniFF	5.0	n/a	func/f037.bmp
309.142	0.0	n/a	btnR	n/a	0.994	n/a
311.271	0.933	0.446	ImmFF	6.0	n/a	func/f037.bmp
311.892	0.0	n/a	btnL	n/a	0.621	n/a
314.412	0.891	0.442	IniUF	13.0	n/a	func/u041.bmp
315.637	0.0	n/a	btnR	n/a	1.225	n/a
317.652	0.836	0.572	IniSF	17.0	n/a	func/s038.bmp
318.908	0.0	n/a	btnL	n/a	1.256	n/a
320.726	0.965	0.474	ImmSF	18.0	n/a	func/s038.bmp
321.787	0.0	n/a	btnL	n/a	1.061	n/a
