onset	duration	circle_duration	trial_type	trigger	button_pushed	response_time	stim_file
0.0	0.893	0.588	IniFF	5	4.0	1.412	func/f084.bmp
3.107	0.894	0.444	ImmFF	6	4.0	0.77	func/f084.bmp
6.297	0.979	0.424	IniUF	13	7.0	0.919	func/u090.bmp
9.454	0.856	0.407	IniSF	17	7.0	1.519	func/s085.bmp
12.661	0.925	0.582	ImmSF	18	7.0	0.969	func/s085.bmp
15.952	0.83	0.593	IniFF	5	4.0	1.014	func/f089.bmp
19.059	0.952	0.506	IniSF	17	7.0	0.996	func/s092.bmp
22.199	0.964	0.421	IniFF	5	4.0	1.23	func/f092.bmp
25.456	0.825	0.533	ImmFF	6	4.0	0.892	func/f092.bmp
48.657	0.821	0.594	IniUF	13	7.0	1.373	func/u086.bmp
51.764	0.831	0.513	DelUF	15	7.0	0.997	func/u090.bmp
54.822	0.976	0.468	IniSF	17	7.0	1.074	func/s093.bmp
58.062	0.926	0.497	ImmSF	18	7.0	1.059	func/s093.bmp
61.235	0.852	0.468	IniFF	5	7.0	1.138	func/f087.bmp
64.442	0.927	0.59	DelFF	7	7.0	1.088	func/f089.bmp
67.684	0.84	0.551	IniSF	17	4.0	1.186	func/s095.bmp
70.773	0.892	0.471	DelSF	19	7.0	1.196	func/s092.bmp
73.846	0.907	0.416	IniSF	17	4.0	1.208	func/s088.bmp
77.02	0.967	0.498	IniSF	17	7.0	1.429	func/s094.bmp
80.327	0.829	0.58	ImmSF	18	7.0	1.026	func/s094.bmp
83.351	0.976	0.425	DelUF	15	7.0	0.918	func/u086.bmp
86.675	0.931	0.58	IniFF	5	7.0	0.952	func/f090.bmp
89.849	0.844	0.478	ImmFF	6	7.0	0.688	func/f090.bmp
92.989	0.902	0.523	IniFF	5	7.0	1.419	func/f095.bmp
96.162	0.805	0.515	ImmFF	6	7.0	0.852	func/f095.bmp
99.336	0.955	0.595	DelFF	7	7.0	0.818	func/f087.bmp
102.66	0.83	0.598	IniUF	13	7.0	1.442	func/u089.bmp
105.767	0.998	0.512	ImmUF	14	7.0	1.159	func/u089.bmp
109.024	0.91	0.495	DelSF	19	7.0	1.425	func/s095.bmp
132.142	0.842	0.427	IniUF	13	4.0	1.006	func/u094.bmp
135.182	0.971	0.421	DelSF	19	4.0	1.021	func/s088.bmp
138.523	0.917	0.586	IniSF	17	7.0	1.131	func/s086.bmp
141.697	0.864	0.491	ImmSF	18	4.0	1.09	func/s086.bmp
144.92	0.916	0.586	IniSF	17	7.0	1.063	func/s089.bmp
148.111	0.925	0.509	ImmSF	18	4.0	0.931	func/s089.bmp
151.318	0.851	0.517	IniFF	5	7.0	1.98	func/f083.bmp
154.375	0.806	0.445	IniFF	5	7.0	1.108	func/f094.bmp
157.465	0.803	0.516	IniUF	13	4.0	0.814	func/u083.bmp
160.521	0.858	0.495	ImmUF	14	4.0	1.018	func/u083.bmp
163.678	0.951	0.529	DelUF	15	4.0	0.944	func/u094.bmp
166.886	0.915	0.489	IniUF	13	7.0	0.771	func/u082.bmp
170.093	0.924	0.525	IniFF	5	7.0	1.014	func/f088.bmp
173.35	0.886	0.559	ImmFF	6	7.0	0.786	func/f088.bmp
176.457	0.932	0.455	IniFF	5	4.0	0.84	func/f082.bmp
179.714	0.911	0.559	ImmFF	6	4.0	0.71	func/f082.bmp
182.888	0.915	0.5	DelFF	7	4.0	0.758	func/f083.bmp
186.011	0.967	0.444	IniUF	13	4.0	0.258	func/u093.bmp
189.268	0.898	0.526	ImmUF	14	4.0	0.803	func/u093.bmp
192.409	0.935	0.473	DelFF	7	7.0	1.001	func/f094.bmp
215.694	0.826	0.571	IniUF	13	7.0	0.837	func/u095.bmp
218.784	0.901	0.491	IniUF	13	7.0	0.983	func/u084.bmp
221.957	0.883	0.511	DelUF	15	7.0	0.551	func/u082.bmp
225.181	0.855	0.576	IniSF	17	7.0	0.944	func/s091.bmp
228.271	0.804	0.406	IniUF	13	4.0	1.334	func/u096.bmp
231.295	0.893	0.446	ImmUF	14	4.0	0.878	func/u096.bmp
234.385	0.889	0.421	IniFF	5	4.0	1.178	func/f093.bmp
237.592	0.909	0.55	IniUF	13	7.0	0.935	func/u087.bmp
240.682	0.846	0.409	DelUF	15	7.0	1.121	func/u095.bmp
243.822	0.962	0.522	IniFF	5	7.0	0.824	func/f086.bmp
247.046	0.81	0.5	ImmFF	6	7.0	1.132	func/f086.bmp
250.17	0.868	0.54	DelUF	15	4.0	1.3	func/u084.bmp
253.36	0.92	0.553	IniSF	17	7.0	1.771	func/s083.bmp
256.601	0.864	0.545	ImmSF	18	7.0	0.961	func/s083.bmp
259.824	0.998	0.597	DelSF	19	7.0	1.139	func/s091.bmp
263.082	0.881	0.5	IniSF	17	4.0	1.147	func/s084.bmp
266.122	0.927	0.4	IniUF	13	7.0	1.057	func/u091.bmp
269.396	0.927	0.582	DelFF	7	4.0	0.989	func/f093.bmp
292.647	0.806	0.539	IniUF	13	7.0	1.067	func/u092.bmp
295.721	0.889	0.49	DelUF	15	7.0	1.251	func/u087.bmp
298.961	0.906	0.578	IniSF	17	4.0	0.991	func/s097.bmp
302.101	0.857	0.451	IniSF	17	7.0	1.024	func/s096.bmp
305.158	0.853	0.432	IniUF	13	4.0	1.918	func/u097.bmp
308.298	0.975	0.504	ImmUF	14	4.0	1.203	func/u097.bmp
311.472	0.934	0.432	DelSF	19	4.0	1.702	func/s084.bmp
314.679	0.864	0.506	IniUF	13	4.0	1.373	func/u085.bmp
317.903	0.84	0.589	DelUF	15	7.0	0.652	func/u091.bmp
321.027	0.84	0.512	IniSF	17	4.0	0.904	func/s082.bmp
324.1	0.947	0.463	DelUF	15	7.0	0.59	func/u092.bmp
327.308	0.97	0.501	IniFF	5	4.0	1.228	func/f097.bmp
330.631	0.876	0.583	ImmFF	6	4.0	0.877	func/f097.bmp
333.838	0.987	0.56	DelSF	19	4.0	1.721	func/s097.bmp
337.062	0.841	0.455	IniUF	13	4.0	1.446	func/u088.bmp
340.236	0.883	0.562	ImmUF	14	4.0	1.318	func/u088.bmp
343.292	0.891	0.415	DelSF	19	7.0	1.611	func/s096.bmp
346.55	0.991	0.598	IniFF	5		0.0	func/f085.bmp
349.824	0.979	0.515	ImmFF	6	7.0	0.977	func/f085.bmp
373.025	0.822	0.444	IniFF	5	4.0	1.221	func/f096.bmp
376.199	0.957	0.575	ImmFF	6	4.0	0.682	func/f096.bmp
379.472	0.944	0.545	DelUF	15	4.0	0.969	func/u085.bmp
382.746	0.973	0.565	IniFF	5	4.0	1.019	func/f091.bmp
386.054	0.854	0.555	ImmFF	6	4.0	1.183	func/f091.bmp
389.194	0.902	0.51	DelSF	19	4.0	0.958	func/s082.bmp
392.418	0.822	0.556	IniSF	17	7.0	1.255	func/s090.bmp
