onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0	0.931	0.521	IniUF	13.0	n/a	func/u127.bmp
1.095	0.0	n/a	btnL	n/a	1.095	n/a
3.107	0.968	0.403	ImmUF	14.0	n/a	func/u127.bmp
4.055	0.0	n/a	btnL	n/a	0.948	n/a
6.414	0.997	0.475	IniSF	17.0	n/a	func/s116.bmp
7.68	0.0	n/a	btnL	n/a	1.266	n/a
9.688	0.817	0.504	ImmSF	18.0	n/a	func/s116.bmp
10.553	0.0	n/a	btnL	n/a	0.865	n/a
12.762	0.956	0.491	IniFF	5.0	n/a	func/f126.bmp
14.337	0.0	n/a	btnL	n/a	1.575	n/a
15.919	0.913	0.426	IniSF	17.0	n/a	func/s125.bmp
17.26	0.0	n/a	btnL	n/a	1.341	n/a
19.109	0.929	0.512	ImmSF	18.0	n/a	func/s125.bmp
20.079	0.0	n/a	btnL	n/a	0.97	n/a
22.249	0.877	0.442	IniFF	5.0	n/a	func/f130.bmp
23.377	0.0	n/a	btnL	n/a	1.128	n/a
25.423	0.884	0.519	IniSF	17.0	n/a	func/s120.bmp
26.735	0.0	n/a	btnL	n/a	1.312	n/a
28.631	0.87	0.568	ImmSF	18.0	n/a	func/s120.bmp
29.575	0.0	n/a	btnL	n/a	0.944	n/a
51.798	0.865	0.509	IniUF	13.0	n/a	func/u114.bmp
52.848	0.0	n/a	btnR	n/a	1.05	n/a
54.988	0.834	0.565	IniUF	13.0	n/a	func/u120.bmp
55.998	0.0	n/a	btnL	n/a	1.01	n/a
57.995	0.843	0.404	ImmUF	14.0	n/a	func/u120.bmp
58.692	0.0	n/a	btnL	n/a	0.697	n/a
61.003	0.955	0.401	DelFF	7.0	n/a	func/f126.bmp
62.923	0.0	n/a	btnL	n/a	1.92	n/a
64.209	0.992	0.473	IniUF	13.0	n/a	func/u129.bmp
65.304	0.0	n/a	btnL	n/a	1.095	n/a
67.416	0.843	0.437	IniSF	17.0	n/a	func/s122.bmp
68.677	0.0	n/a	btnL	n/a	1.261	n/a
70.556	0.877	0.531	ImmSF	18.0	n/a	func/s122.bmp
71.442	0.0	n/a	btnL	n/a	0.886	n/a
73.78	0.95	0.569	DelFF	7.0	n/a	func/f130.bmp
74.861	0.0	n/a	btnL	n/a	1.081	n/a
76.904	0.8	0.416	IniFF	5.0	n/a	func/f120.bmp
79.303	0.0	n/a	btnL	n/a	2.399	n/a
79.944	0.819	0.476	IniFF	5.0	n/a	func/f115.bmp
81.535	0.0	n/a	btnR	n/a	1.591	n/a
82.934	0.811	0.407	DelUF	15.0	n/a	func/u114.bmp
84.031	0.0	n/a	btnR	n/a	1.097	n/a
85.99	0.818	0.469	IniFF	5.0	n/a	func/f114.bmp
87.225	0.0	n/a	btnR	n/a	1.235	n/a
88.998	0.829	0.434	IniFF	5.0	n/a	func/f116.bmp
90.535	0.0	n/a	btnL	n/a	1.537	n/a
92.104	0.946	0.51	DelUF	15.0	n/a	func/u129.bmp
93.244	0.0	n/a	btnL	n/a	1.14	n/a
95.311	0.888	0.496	IniUF	13.0	n/a	func/u115.bmp
96.23	0.0	n/a	btnR	n/a	0.919	n/a
98.451	0.901	0.474	ImmUF	14.0	n/a	func/u115.bmp
99.332	0.0	n/a	btnR	n/a	0.881	n/a
101.658	0.997	0.55	IniUF	13.0	n/a	func/u118.bmp
102.513	0.0	n/a	btnL	n/a	0.855	n/a
104.949	0.8	0.52	ImmUF	14.0	n/a	func/u118.bmp
106.749	0.0	n/a	btnL	n/a	1.8	n/a
107.922	0.955	0.412	DelFF	7.0	n/a	func/f120.bmp
109.208	0.0	n/a	btnL	n/a	1.286	n/a
131.207	0.94	0.543	IniSF	17.0	n/a	func/s124.bmp
132.684	0.0	n/a	btnL	n/a	1.477	n/a
134.499	0.913	0.585	DelFF	7.0	n/a	func/f115.bmp
136.098	0.0	n/a	btnR	n/a	1.599	n/a
137.772	0.967	0.597	IniFF	5.0	n/a	func/f124.bmp
139.409	0.0	n/a	btnL	n/a	1.637	n/a
140.995	0.937	0.49	ImmFF	6.0	n/a	func/f124.bmp
141.873	0.0	n/a	btnL	n/a	0.878	n/a
144.202	0.805	0.491	DelFF	7.0	n/a	func/f114.bmp
