onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.953	0.407	IniUF	13	n/a	func/u094.bmp
0.8860	0.0	n/a	btnR	n/a	0.886	n/a
3.2240	0.911	0.497	ImmUF	14	n/a	func/u094.bmp
3.9290	0.0	n/a	btnR	n/a	0.705	n/a
6.5140	0.98	0.516	IniUF	13	n/a	func/u092.bmp
7.6960	0.0	n/a	btnR	n/a	1.182	n/a
9.7210	0.944	0.464	IniSF	17	n/a	func/s092.bmp
11.1020	0.0	n/a	btnR	n/a	1.381	n/a
12.8950	0.868	0.455	ImmSF	18	n/a	func/s092.bmp
13.4820	0.0	n/a	btnR	n/a	0.587	n/a
16.0020	0.85	0.474	IniSF	17	n/a	func/s090.bmp
16.6990	0.0	n/a	btnR	n/a	0.697	n/a
19.1090	0.973	0.497	IniFF	5	n/a	func/f089.bmp
20.2620	0.0	n/a	btnR	n/a	1.153	n/a
22.2660	0.948	0.413	IniSF	17	n/a	func/s085.bmp
23.4520	0.0	n/a	btnR	n/a	1.186	n/a
25.5560	0.866	0.578	ImmSF	18	n/a	func/s085.bmp
26.2910	0.0	n/a	btnR	n/a	0.735	n/a
48.6080	0.802	0.406	IniSF	17	n/a	func/s087.bmp
49.6550	0.0	n/a	btnR	n/a	1.047	n/a
51.6640	0.916	0.494	ImmSF	18	n/a	func/s087.bmp
52.6680	0.0	n/a	btnR	n/a	1.004	n/a
54.8050	0.846	0.457	DelUF	15	n/a	func/u092.bmp
55.9550	0.0	n/a	btnR	n/a	1.15	n/a
57.8780	0.88	0.461	IniFF	5	n/a	func/f091.bmp
58.8620	0.0	n/a	btnR	n/a	0.984	n/a
61.0860	0.9	0.568	IniUF	13	n/a	func/u085.bmp
62.0490	0.0	n/a	btnR	n/a	0.963	n/a
64.3270	0.826	0.585	ImmUF	14	n/a	func/u085.bmp
64.8110	0.0	n/a	btnR	n/a	0.484	n/a
67.4830	0.916	0.561	DelSF	19	n/a	func/s090.bmp
68.6260	0.0	n/a	btnR	n/a	1.143	n/a
70.5910	0.839	0.435	IniFF	5	n/a	func/f096.bmp
71.5400	0.0	n/a	btnR	n/a	0.949	n/a
73.7800	0.95	0.582	ImmFF	6	n/a	func/f096.bmp
74.6360	0.0	n/a	btnR	n/a	0.856	n/a
76.9050	0.817	0.418	DelFF	7	n/a	func/f089.bmp
78.1410	0.0	n/a	btnR	n/a	1.236	n/a
79.9770	0.947	0.489	IniSF	17	n/a	func/s093.bmp
80.6060	0.0	n/a	btnR	n/a	0.629	n/a
83.1340	0.875	0.447	ImmSF	18	n/a	func/s093.bmp
84.1240	0.0	n/a	btnL	n/a	0.99	n/a
86.1740	0.911	0.4	IniUF	13	n/a	func/u086.bmp
86.9660	0.0	n/a	btnL	n/a	0.792	n/a
89.3150	0.971	0.459	IniSF	17	n/a	func/s096.bmp
90.4420	0.0	n/a	btnR	n/a	1.127	n/a
92.5220	0.821	0.464	DelFF	7	n/a	func/f091.bmp
93.6990	0.0	n/a	btnR	n/a	1.177	n/a
95.5780	0.892	0.461	IniSF	17	n/a	func/s088.bmp
96.9020	0.0	n/a	btnL	n/a	1.324	n/a
98.7350	0.921	0.493	IniFF	5	n/a	func/f085.bmp
99.5540	0.0	n/a	btnL	n/a	0.819	n/a
101.9090	0.904	0.475	ImmFF	6	n/a	func/f085.bmp
102.6280	0.0	n/a	btnL	n/a	0.719	n/a
105.0330	0.864	0.439	IniFF	5	n/a	func/f083.bmp
105.6710	0.0	n/a	btnR	n/a	0.638	n/a
128.2510	0.958	0.571	IniSF	17	n/a	func/s084.bmp
