onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.982	0.57	IniSF	17	n/a	func/s029.bmp
0.9530	0.0	n/a	btnR	n/a	0.953	n/a
3.1910	0.846	0.435	IniFF	5	n/a	func/f017.bmp
3.7870	0.0	n/a	btnL	n/a	0.596	n/a
6.3810	0.878	0.476	ImmFF	6	n/a	func/f017.bmp
6.9200	0.0	n/a	btnL	n/a	0.539	n/a
9.5720	0.8	0.55	IniSF	17	n/a	func/s026.bmp
10.5010	0.0	n/a	btnL	n/a	0.929	n/a
12.5450	0.817	0.409	ImmSF	18	n/a	func/s026.bmp
13.4530	0.0	n/a	btnL	n/a	0.908	n/a
15.6850	0.834	0.567	IniSF	17	n/a	func/s021.bmp
16.3010	0.0	n/a	btnL	n/a	0.616	n/a
18.7590	0.831	0.476	IniFF	5	n/a	func/f021.bmp
19.4410	0.0	n/a	btnL	n/a	0.682	n/a
21.8490	0.957	0.498	IniFF	5	n/a	func/f028.bmp
22.5170	0.0	n/a	btnR	n/a	0.668	n/a
25.0730	0.938	0.498	ImmFF	6	n/a	func/f028.bmp
25.6840	0.0	n/a	btnR	n/a	0.611	n/a
28.3630	0.903	0.571	DelSF	19	n/a	func/s029.bmp
29.0620	0.0	n/a	btnL	n/a	0.699	n/a
51.5980	0.958	0.56	IniUF	13	n/a	func/u032.bmp
52.7180	0.0	n/a	btnR	n/a	1.12	n/a
54.8060	0.94	0.484	ImmUF	14	n/a	func/u032.bmp
55.5110	0.0	n/a	btnR	n/a	0.705	n/a
58.0790	0.919	0.555	IniSF	17	n/a	func/s023.bmp
58.6650	0.0	n/a	btnL	n/a	0.586	n/a
61.3360	0.88	0.577	IniSF	17	n/a	func/s030.bmp
62.0380	0.0	n/a	btnL	n/a	0.702	n/a
64.5600	0.916	0.577	ImmSF	18	n/a	func/s030.bmp
65.3770	0.0	n/a	btnL	n/a	0.817	n/a
67.8010	1.0	0.556	DelSF	19	n/a	func/s021.bmp
68.3980	0.0	n/a	btnL	n/a	0.597	n/a
70.9910	0.979	0.431	IniFF	5	n/a	func/f018.bmp
71.7770	0.0	n/a	btnL	n/a	0.786	n/a
74.1480	0.99	0.413	ImmFF	6	n/a	func/f018.bmp
74.6460	0.0	n/a	btnL	n/a	0.498	n/a
77.4550	0.923	0.543	DelFF	7	n/a	func/f021.bmp
78.1790	0.0	n/a	btnL	n/a	0.724	n/a
80.7130	0.932	0.557	IniUF	13	n/a	func/u019.bmp
81.3230	0.0	n/a	btnL	n/a	0.61	n/a
83.8530	0.83	0.443	IniUF	13	n/a	func/u020.bmp
84.5650	0.0	n/a	btnR	n/a	0.712	n/a
86.9930	0.826	0.535	IniSF	17	n/a	func/s031.bmp
87.5830	0.0	n/a	btnL	n/a	0.59	n/a
90.1170	0.858	0.525	ImmSF	18	n/a	func/s031.bmp
91.1760	0.0	n/a	btnL	n/a	1.059	n/a
93.2740	0.838	0.533	DelSF	19	n/a	func/s023.bmp
94.1430	0.0	n/a	btnL	n/a	0.869	n/a
96.3640	0.899	0.472	IniUF	13	n/a	func/u024.bmp
97.1900	0.0	n/a	btnR	n/a	0.826	n/a
99.4370	0.823	0.415	IniUF	13	n/a	func/u030.bmp
100.6370	0.0	n/a	btnR	n/a	1.2	n/a
102.4280	0.834	0.4	IniFF	5	n/a	func/f029.bmp
103.3720	0.0	n/a	btnR	n/a	0.944	n/a
105.6010	0.936	0.573	ImmFF	6	n/a	func/f029.bmp
106.2620	0.0	n/a	btnR	n/a	0.661	n/a
108.7250	0.84	0.424	DelUF	15	n/a	func/u019.bmp
109.5930	0.0	n/a	btnR	n/a	0.868	n/a
131.9260	0.9	0.577	IniFF	5	n/a	func/f024.bmp
132.7170	0.0	n/a	btnR	n/a	0.791	n/a
135.1330	0.875	0.536	ImmFF	6	n/a	func/f024.bmp
135.7000	0.0	n/a	btnR	n/a	0.567	n/a
138.3570	0.808	0.581	DelUF	15	n/a	func/u020.bmp
138.9500	0.0	n/a	btnR	n/a	0.593	n/a
141.5140	0.919	0.569	IniFF	5	n/a	func/f019.bmp
142.1050	0.0	n/a	btnL	n/a	0.591	n/a
144.7710	0.854	0.577	ImmFF	6	n/a	func/f019.bmp
145.4410	0.0	n/a	btnL	n/a	0.67	n/a
147.9950	0.948	0.587	IniUF	13	n/a	func/u027.bmp
148.6270	0.0	n/a	btnR	n/a	0.632	n/a
151.1520	0.8	0.44	DelUF	15	n/a	func/u024.bmp
151.9980	0.0	n/a	btnR	n/a	0.846	n/a
154.2920	0.91	0.581	IniFF	5	n/a	func/f031.bmp
154.8510	0.0	n/a	btnL	n/a	0.559	n/a
157.3830	0.94	0.404	ImmFF	6	n/a	func/f031.bmp
157.9270	0.0	n/a	btnL	n/a	0.544	n/a
160.6560	0.878	0.56	DelUF	15	n/a	func/u030.bmp
161.2680	0.0	n/a	btnR	n/a	0.612	n/a
163.8130	0.81	0.504	IniUF	13	n/a	func/u026.bmp
164.6160	0.0	n/a	btnL	n/a	0.803	n/a
166.8370	0.833	0.45	IniUF	13	n/a	func/u029.bmp
167.6750	0.0	n/a	btnL	n/a	0.838	n/a
169.9940	0.995	0.566	ImmUF	14	n/a	func/u029.bmp
170.6800	0.0	n/a	btnL	n/a	0.686	n/a
173.1680	0.852	0.402	IniFF	5	n/a	func/f026.bmp
174.1460	0.0	n/a	btnL	n/a	0.978	n/a
176.2410	0.897	0.463	IniUF	13	n/a	func/u025.bmp
177.3290	0.0	n/a	btnL	n/a	1.088	n/a
179.3810	0.974	0.483	DelUF	15	n/a	func/u027.bmp
180.1110	0.0	n/a	btnR	n/a	0.73	n/a
182.6380	0.849	0.511	IniFF	5	n/a	func/f025.bmp
183.2500	0.0	n/a	btnL	n/a	0.612	n/a
185.8290	0.886	0.576	ImmFF	6	n/a	func/f025.bmp
186.3400	0.0	n/a	btnL	n/a	0.511	n/a
208.8970	0.856	0.406	IniSF	17	n/a	func/s032.bmp
209.8740	0.0	n/a	btnL	n/a	0.977	n/a
211.9700	0.814	0.442	ImmSF	18	n/a	func/s032.bmp
212.4490	0.0	n/a	btnL	n/a	0.479	n/a
215.1100	0.897	0.566	DelUF	15	n/a	func/u026.bmp
215.9960	0.0	n/a	btnL	n/a	0.886	n/a
218.3010	0.938	0.53	IniSF	17	n/a	func/s019.bmp
219.0230	0.0	n/a	btnR	n/a	0.722	n/a
221.5580	0.827	0.55	IniUF	13	n/a	func/u017.bmp
222.0440	0.0	n/a	btnL	n/a	0.486	n/a
224.5810	0.953	0.424	DelFF	7	n/a	func/f026.bmp
225.2550	0.0	n/a	btnL	n/a	0.674	n/a
227.8550	0.898	0.556	IniSF	17	n/a	func/s027.bmp
228.5300	0.0	n/a	btnL	n/a	0.675	n/a
231.0630	0.989	0.484	ImmSF	18	n/a	func/s027.bmp
231.5750	0.0	n/a	btnL	n/a	0.512	n/a
