onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0	0.834	0.577	IniSF	17.0	n/a	func/s034.bmp
1.059	0.0	n/a	btnL	n/a	1.059	n/a
3.023	0.95	0.419	ImmSF	18.0	n/a	func/s034.bmp
3.648	0.0	n/a	btnL	n/a	0.625	n/a
6.415	0.908	0.564	IniFF	5.0	n/a	func/f047.bmp
7.214	0.0	n/a	btnL	n/a	0.799	n/a
9.571	0.873	0.479	ImmFF	6.0	n/a	func/f047.bmp
10.186	0.0	n/a	btnL	n/a	0.615	n/a
12.745	0.833	0.497	IniSF	17.0	n/a	func/s044.bmp
13.702	0.0	n/a	btnR	n/a	0.957	n/a
15.818	0.817	0.482	ImmSF	18.0	n/a	func/s044.bmp
16.54	0.0	n/a	btnL	n/a	0.722	n/a
18.942	0.938	0.526	IniSF	17.0	n/a	func/s041.bmp
19.846	0.0	n/a	btnL	n/a	0.904	n/a
22.199	0.917	0.504	IniSF	17.0	n/a	func/s037.bmp
23.257	0.0	n/a	btnL	n/a	1.058	n/a
25.406	0.831	0.519	ImmSF	18.0	n/a	func/s037.bmp
26.158	0.0	n/a	btnL	n/a	0.752	n/a
28.413	0.872	0.416	IniFF	5.0	n/a	func/f038.bmp
29.554	0.0	n/a	btnR	n/a	1.141	n/a
51.631	0.883	0.561	IniFF	5.0	n/a	func/f033.bmp
52.451	0.0	n/a	btnL	n/a	0.82	n/a
54.738	0.805	0.457	IniUF	13.0	n/a	func/u038.bmp
55.896	0.0	n/a	btnR	n/a	1.158	n/a
57.878	0.906	0.565	ImmUF	14.0	n/a	func/u038.bmp
59.154	0.0	n/a	btnR	n/a	1.276	n/a
61.119	0.809	0.553	IniSF	17.0	n/a	func/s046.bmp
61.941	0.0	n/a	btnL	n/a	0.822	n/a
64.16	0.966	0.468	ImmSF	18.0	n/a	func/s046.bmp
64.877	0.0	n/a	btnL	n/a	0.717	n/a
67.383	0.874	0.488	DelSF	19.0	n/a	func/s041.bmp
68.111	0.0	n/a	btnL	n/a	0.728	n/a
70.489	0.825	0.46	IniFF	5.0	n/a	func/f039.bmp
71.579	0.0	n/a	btnR	n/a	1.09	n/a
73.68	0.985	0.599	IniFF	5.0	n/a	func/f037.bmp
74.737	0.0	n/a	btnL	n/a	1.057	n/a
77.004	0.979	0.573	ImmFF	6.0	n/a	func/f037.bmp
77.731	0.0	n/a	btnL	n/a	0.727	n/a
80.212	0.979	0.468	DelFF	7.0	n/a	func/f038.bmp
81.167	0.0	n/a	btnR	n/a	0.955	n/a
83.468	0.843	0.505	IniFF	5.0	n/a	func/f046.bmp
