onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.936	0.485	IniUF	13	n/a	func/u004.bmp
1.3760	0.0	n/a	btnL	n/a	1.376	n/a
3.1410	0.974	0.435	IniUF	13	n/a	func/u015.bmp
4.3610	0.0	n/a	btnR	n/a	1.22	n/a
6.5650	0.835	0.578	ImmUF	14	n/a	func/u015.bmp
7.8190	0.0	n/a	btnR	n/a	1.254	n/a
9.6380	0.986	0.472	IniUF	13	n/a	func/u007.bmp
10.8650	0.0	n/a	btnR	n/a	1.227	n/a
12.9120	0.844	0.526	ImmUF	14	n/a	func/u007.bmp
14.2170	0.0	n/a	btnR	n/a	1.305	n/a
15.9860	0.914	0.451	IniUF	13	n/a	func/u012.bmp
17.1500	0.0	n/a	btnR	n/a	1.164	n/a
19.2260	0.895	0.557	ImmUF	14	n/a	func/u012.bmp
20.4140	0.0	n/a	btnL	n/a	1.188	n/a
22.5000	0.804	0.569	IniFF	5	n/a	func/f011.bmp
23.6800	0.0	n/a	btnR	n/a	1.18	n/a
25.6570	0.886	0.561	IniSF	17	n/a	func/s014.bmp
26.6290	0.0	n/a	btnL	n/a	0.972	n/a
28.8980	0.811	0.594	ImmSF	18	n/a	func/s014.bmp
29.8680	0.0	n/a	btnL	n/a	0.97	n/a
31.9380	0.875	0.466	DelUF	15	n/a	func/u004.bmp
33.0570	0.0	n/a	btnL	n/a	1.119	n/a
55.1060	0.906	0.514	IniFF	5	n/a	func/f014.bmp
55.8180	0.0	n/a	btnR	n/a	0.712	n/a
58.2960	0.904	0.476	IniFF	5	n/a	func/f006.bmp
59.6020	0.0	n/a	btnL	n/a	1.306	n/a
61.3860	0.877	0.408	ImmFF	6	n/a	func/f006.bmp
62.9060	0.0	n/a	btnL	n/a	1.52	n/a
64.5770	0.884	0.534	IniUF	13	n/a	func/u014.bmp
65.5700	0.0	n/a	btnL	n/a	0.993	n/a
67.8170	0.879	0.596	IniFF	5	n/a	func/f013.bmp
68.4810	0.0	n/a	btnR	n/a	0.664	n/a
70.8740	0.819	0.403	DelFF	7	n/a	func/f011.bmp
71.5690	0.0	n/a	btnR	n/a	0.695	n/a
74.0310	0.894	0.55	IniFF	5	n/a	func/f004.bmp
74.8110	0.0	n/a	btnR	n/a	0.78	n/a
77.2220	0.895	0.501	IniSF	17	n/a	func/s012.bmp
78.1570	0.0	n/a	btnL	n/a	0.935	n/a
80.4450	0.961	0.556	ImmSF	18	n/a	func/s012.bmp
81.6730	0.0	n/a	btnL	n/a	1.228	n/a
83.5860	0.954	0.406	DelFF	7	n/a	func/f014.bmp
84.4440	0.0	n/a	btnR	n/a	0.858	n/a
86.9100	0.974	0.568	IniUF	13	n/a	func/u001.bmp
87.9120	0.0	n/a	btnL	n/a	1.002	n/a
90.0670	0.926	0.409	ImmUF	14	n/a	func/u001.bmp
90.9920	0.0	n/a	btnL	n/a	0.925	n/a
93.1580	0.851	0.4	IniFF	5	n/a	func/f015.bmp
94.1910	0.0	n/a	btnL	n/a	1.033	n/a
96.2970	0.867	0.529	DelUF	15	n/a	func/u014.bmp
97.1260	0.0	n/a	btnL	n/a	0.829	n/a
99.3710	0.979	0.448	IniUF	13	n/a	func/u009.bmp
100.2480	0.0	n/a	btnL	n/a	0.877	n/a
102.7110	0.913	0.593	ImmUF	14	n/a	func/u009.bmp
103.4310	0.0	n/a	btnL	n/a	0.72	n/a
105.8350	0.905	0.436	DelFF	7	n/a	func/f013.bmp
106.5760	0.0	n/a	btnR	n/a	0.741	n/a
129.0030	0.888	0.455	IniSF	17	n/a	func/s005.bmp
129.8940	0.0	n/a	btnL	n/a	0.891	n/a
132.0760	0.934	0.414	DelFF	7	n/a	func/f004.bmp
132.6730	0.0	n/a	btnR	n/a	0.597	n/a
135.3670	0.918	0.556	IniFF	5	n/a	func/f001.bmp
136.3830	0.0	n/a	btnR	n/a	1.016	n/a
