onset	duration	circle_duration	trial_type	trigger	button_pushed	response_time	stim_file
0.0	0.99	0.589	IniUF	13	4.0	0.682	func/u085.bmp
3.257	0.998	0.493	ImmUF	14	4.0	0.533	func/u085.bmp
6.565	0.855	0.451	IniSF	17	4.0	0.934	func/s084.bmp
9.721	0.897	0.504	IniFF	5	4.0	0.844	func/f088.bmp
12.845	0.81	0.443	IniSF	17	7.0	0.899	func/s096.bmp
15.952	0.99	0.525	ImmSF	18	7.0	0.802	func/s096.bmp
19.309	0.987	0.579	IniFF	5	7.0	0.876	func/f094.bmp
22.584	0.825	0.517	ImmFF	6	7.0	0.581	func/f094.bmp
25.774	0.895	0.569	IniUF	13	4.0	0.585	func/u096.bmp
48.909	0.954	0.447	IniSF	17	7.0	1.093	func/s087.bmp
52.166	0.966	0.533	DelSF	19	4.0	1.076	func/s084.bmp
55.44	0.839	0.542	IniSF	17	7.0	0.836	func/s090.bmp
58.463	0.914	0.402	DelFF	7	4.0	0.732	func/f088.bmp
61.57	0.889	0.411	IniUF	13	7.0	0.849	func/u089.bmp
64.811	0.807	0.582	ImmUF	14	7.0	0.544	func/u089.bmp
67.934	0.82	0.541	IniFF	5	4.0	0.621	func/f092.bmp
71.042	0.901	0.518	ImmFF	6	4.0	0.522	func/f092.bmp
74.165	0.811	0.455	IniFF	5	4.0	1.035	func/f095.bmp
77.339	0.944	0.589	ImmFF	6	4.0	0.477	func/f095.bmp
80.614	0.943	0.568	DelUF	15	4.0	0.766	func/u096.bmp
83.836	0.919	0.495	IniFF	5	4.0	0.813	func/f086.bmp
86.943	1.0	0.43	ImmFF	6	4.0	0.546	func/f086.bmp
90.134	0.853	0.426	DelSF	19	7.0	1.039	func/s087.bmp
93.191	0.892	0.443	IniUF	13	7.0	0.745	func/u095.bmp
96.348	0.968	0.489	DelSF	19	7.0	0.822	func/s090.bmp
99.672	0.88	0.6	IniFF	5		0.0	func/f084.bmp
102.795	0.929	0.475	IniFF	5	7.0	0.969	func/f087.bmp
105.902	0.94	0.402	ImmFF	6	7.0	0.573	func/f087.bmp
109.193	0.879	0.581	IniFF	5	4.0	0.66	func/f097.bmp
132.279	0.975	0.434	IniUF	13	7.0	1.128	func/u092.bmp
135.501	0.801	0.477	ImmUF	14	7.0	0.731	func/u092.bmp
138.575	0.826	0.51	IniUF	13	7.0	0.799	func/u082.bmp
141.682	0.819	0.502	DelUF	15	7.0	0.593	func/u095.bmp
144.722	0.86	0.438	IniSF	17	7.0	0.724	func/s092.bmp
147.896	0.867	0.548	ImmSF	18	7.0	0.439	func/s092.bmp
150.969	0.912	0.441	DelFF	7	4.0	0.661	func/f084.bmp
154.076	0.863	0.418	IniSF	17	7.0	0.79	func/s088.bmp
157.166	0.806	0.458	ImmSF	18	7.0	0.539	func/s088.bmp
160.223	0.95	0.469	IniUF	13	4.0	0.65	func/u083.bmp
163.397	0.864	0.464	ImmUF	14	4.0	0.578	func/u083.bmp
166.587	0.846	0.562	DelFF	7	4.0	1.082	func/f097.bmp
169.761	0.959	0.557	IniFF	5	4.0	0.699	func/f096.bmp
173.085	0.832	0.589	ImmFF	6	4.0	0.689	func/f096.bmp
176.158	0.922	0.474	IniSF	17	7.0	0.761	func/s083.bmp
179.332	0.803	0.469	ImmSF	18	7.0	0.354	func/s083.bmp
182.506	0.966	0.599	DelUF	15	7.0	1.043	func/u082.bmp
185.68	0.843	0.444	IniSF	17	7.0	0.762	func/s093.bmp
188.72	0.838	0.416	IniFF	5	7.0	0.938	func/f090.bmp
211.938	0.999	0.585	IniUF	13	4.0	0.911	func/u094.bmp
