onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.91	0.416	IniFF	5	n/a	func/f005.bmp
1.9030	0.0	n/a	btnR	n/a	1.903	n/a
3.1240	0.996	0.45	IniFF	5	n/a	func/f012.bmp
4.1650	0.0	n/a	btnL	n/a	1.041	n/a
6.5640	0.83	0.577	ImmFF	6	n/a	func/f012.bmp
7.8640	0.0	n/a	btnL	n/a	1.3	n/a
9.6200	0.908	0.432	IniSF	17	n/a	func/s007.bmp
10.6600	0.0	n/a	btnR	n/a	1.04	n/a
12.8940	0.885	0.557	IniUF	13	n/a	func/u003.bmp
14.2510	0.0	n/a	btnL	n/a	1.357	n/a
16.0510	0.878	0.504	IniUF	13	n/a	func/u011.bmp
16.9340	0.0	n/a	btnR	n/a	0.883	n/a
19.1580	0.915	0.461	IniFF	5	n/a	func/f011.bmp
21.4310	0.0	n/a	btnL	n/a	2.273	n/a
22.2650	0.907	0.421	DelFF	7	n/a	func/f005.bmp
23.5790	0.0	n/a	btnL	n/a	1.314	n/a
25.5060	0.97	0.562	IniFF	5	n/a	func/f016.bmp
26.7390	0.0	n/a	btnL	n/a	1.233	n/a
28.7800	0.918	0.538	ImmFF	6	n/a	func/f016.bmp
29.8080	0.0	n/a	btnL	n/a	1.028	n/a
52.0810	0.838	0.593	IniSF	17	n/a	func/s005.bmp
54.1370	0.0	n/a	btnL	n/a	2.056	n/a
55.2380	0.851	0.536	ImmSF	18	n/a	func/s005.bmp
56.2900	0.0	n/a	btnL	n/a	1.052	n/a
58.3120	0.997	0.463	DelSF	19	n/a	func/s007.bmp
59.7660	0.0	n/a	btnL	n/a	1.454	n/a
61.6690	0.82	0.584	IniFF	5	n/a	func/f003.bmp
62.6470	0.0	n/a	btnR	n/a	0.978	n/a
64.6930	0.821	0.423	DelUF	15	n/a	func/u003.bmp
65.4820	0.0	n/a	btnR	n/a	0.789	n/a
67.8500	0.957	0.556	IniUF	13	n/a	func/u006.bmp
69.5090	0.0	n/a	btnR	n/a	1.659	n/a
71.1400	0.861	0.557	ImmUF	14	n/a	func/u006.bmp
71.8380	0.0	n/a	btnR	n/a	0.698	n/a
74.2970	0.997	0.523	DelUF	15	n/a	func/u011.bmp
75.3070	0.0	n/a	btnR	n/a	1.01	n/a
77.5210	0.913	0.439	IniUF	13	n/a	func/u008.bmp
78.3070	0.0	n/a	btnR	n/a	0.786	n/a
80.7120	0.973	0.511	DelFF	7	n/a	func/f011.bmp
81.5850	0.0	n/a	btnL	n/a	0.873	n/a
83.9690	0.844	0.516	IniUF	13	n/a	func/u012.bmp
85.2650	0.0	n/a	btnL	n/a	1.296	n/a
86.9920	0.888	0.405	ImmUF	14	n/a	func/u012.bmp
87.8010	0.0	n/a	btnL	n/a	0.809	n/a
90.1990	0.811	0.509	IniSF	17	n/a	func/s001.bmp
91.3390	0.0	n/a	btnL	n/a	1.14	n/a
93.3060	0.94	0.531	IniFF	5	n/a	func/f004.bmp
94.2430	0.0	n/a	btnL	n/a	0.937	n/a
96.5300	0.831	0.503	ImmFF	6	n/a	func/f004.bmp
97.2170	0.0	n/a	btnL	n/a	0.687	n/a
99.6370	0.811	0.509	DelFF	7	n/a	func/f003.bmp
100.8410	0.0	n/a	btnR	n/a	1.204	n/a
102.7440	0.849	0.526	IniSF	17	n/a	func/s006.bmp
103.7020	0.0	n/a	btnR	n/a	0.958	n/a
105.9180	0.841	0.558	ImmSF	18	n/a	func/s006.bmp
106.7050	0.0	n/a	btnR	n/a	0.787	n/a
129.0350	0.885	0.491	IniSF	17	n/a	func/s015.bmp
130.4650	0.0	n/a	btnL	n/a	1.43	n/a
132.1590	0.923	0.477	ImmSF	18	n/a	func/s015.bmp
133.0840	0.0	n/a	btnL	n/a	0.925	n/a
135.2830	0.864	0.431	DelUF	15	n/a	func/u008.bmp
136.1870	0.0	n/a	btnR	n/a	0.904	n/a
138.4400	0.874	0.532	IniSF	17	n/a	func/s004.bmp
139.5630	0.0	n/a	btnR	n/a	1.123	n/a
141.6130	0.896	0.533	IniFF	5	n/a	func/f013.bmp
142.5490	0.0	n/a	btnR	n/a	0.936	n/a
144.7870	0.9	0.507	DelSF	19	n/a	func/s001.bmp
146.0660	0.0	n/a	btnL	n/a	1.279	n/a
148.0110	0.885	0.557	IniUF	13	n/a	func/u004.bmp
149.1250	0.0	n/a	btnR	n/a	1.114	n/a
151.2510	0.989	0.586	ImmUF	14	n/a	func/u004.bmp
151.9260	0.0	n/a	btnR	n/a	0.675	n/a
154.5090	0.995	0.475	IniUF	13	n/a	func/u016.bmp
155.4020	0.0	n/a	btnL	n/a	0.893	n/a
157.7830	0.973	0.494	IniSF	17	n/a	func/s012.bmp
