onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.997	0.457	IniSF	17	n/a	func/s133.bmp
0.8710	0.0	n/a	btnL	n/a	0.871	n/a
3.1900	0.877	0.405	IniSF	17	n/a	func/s140.bmp
4.0100	0.0	n/a	btnL	n/a	0.82	n/a
6.5480	0.917	0.583	IniUF	13	n/a	func/u145.bmp
7.3820	0.0	n/a	btnL	n/a	0.834	n/a
9.7550	0.839	0.527	ImmUF	14	n/a	func/u145.bmp
10.4670	0.0	n/a	btnL	n/a	0.712	n/a
12.8790	0.824	0.51	IniSF	17	n/a	func/s136.bmp
13.5430	0.0	n/a	btnL	n/a	0.664	n/a
16.0360	0.866	0.565	ImmSF	18	n/a	func/s136.bmp
16.6810	0.0	n/a	btnL	n/a	0.645	n/a
19.1090	0.889	0.446	IniSF	17	n/a	func/s131.bmp
19.8340	0.0	n/a	btnL	n/a	0.725	n/a
22.2000	0.925	0.434	ImmSF	18	n/a	func/s131.bmp
22.8550	0.0	n/a	btnL	n/a	0.655	n/a
25.4400	0.897	0.532	IniUF	13	n/a	func/u132.bmp
26.1340	0.0	n/a	btnL	n/a	0.694	n/a
28.6800	0.966	0.581	ImmUF	14	n/a	func/u132.bmp
29.2660	0.0	n/a	btnL	n/a	0.586	n/a
31.9210	0.893	0.513	DelSF	19	n/a	func/s133.bmp
32.5850	0.0	n/a	btnL	n/a	0.664	n/a
55.1390	0.863	0.536	IniFF	5	n/a	func/f145.bmp
55.9420	0.0	n/a	btnL	n/a	0.803	n/a
58.2630	0.889	0.495	DelSF	19	n/a	func/s140.bmp
58.9800	0.0	n/a	btnL	n/a	0.717	n/a
61.4700	0.969	0.52	IniUF	13	n/a	func/u136.bmp
62.2470	0.0	n/a	btnL	n/a	0.777	n/a
64.7780	0.927	0.585	ImmUF	14	n/a	func/u136.bmp
65.3910	0.0	n/a	btnL	n/a	0.613	n/a
68.0510	0.987	0.58	IniFF	5	n/a	func/f135.bmp
69.0870	0.0	n/a	btnL	n/a	1.036	n/a
71.2410	0.98	0.42	ImmFF	6	n/a	func/f135.bmp
71.9730	0.0	n/a	btnL	n/a	0.732	n/a
74.5820	0.866	0.585	IniUF	13	n/a	func/u137.bmp
75.6650	0.0	n/a	btnL	n/a	1.083	n/a
77.8230	0.992	0.599	IniSF	17	n/a	func/s138.bmp
78.5960	0.0	n/a	btnL	n/a	0.773	n/a
81.1800	0.972	0.563	IniFF	5	n/a	func/f138.bmp
82.0180	0.0	n/a	btnL	n/a	0.838	n/a
84.4040	0.92	0.474	DelFF	7	n/a	func/f145.bmp
85.1480	0.0	n/a	btnL	n/a	0.744	n/a
87.5610	0.828	0.456	IniSF	17	n/a	func/s141.bmp
88.1310	0.0	n/a	btnL	n/a	0.57	n/a
90.5680	0.96	0.414	ImmSF	18	n/a	func/s141.bmp
91.1590	0.0	n/a	btnL	n/a	0.591	n/a
93.7750	0.938	0.476	IniSF	17	n/a	func/s142.bmp
94.4030	0.0	n/a	btnL	n/a	0.628	n/a
96.9820	0.933	0.489	ImmSF	18	n/a	func/s142.bmp
97.6570	0.0	n/a	btnL	n/a	0.675	n/a
100.2220	0.806	0.541	IniSF	17	n/a	func/s144.bmp
100.8160	0.0	n/a	btnL	n/a	0.594	n/a
103.3800	0.88	0.584	DelUF	15	n/a	func/u137.bmp
104.1770	0.0	n/a	btnL	n/a	0.797	n/a
