onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.892	0.521	IniUF	13	n/a	func/u132.bmp
0.6090	0.0	n/a	btnR	n/a	0.609	n/a
3.1910	0.935	0.499	IniUF	13	n/a	func/u142.bmp
3.8100	0.0	n/a	btnR	n/a	0.619	n/a
6.5150	0.914	0.519	ImmUF	14	n/a	func/u142.bmp
7.0720	0.0	n/a	btnR	n/a	0.557	n/a
9.7720	0.923	0.572	IniFF	5	n/a	func/f136.bmp
10.2740	0.0	n/a	btnR	n/a	0.502	n/a
12.9620	0.954	0.487	ImmFF	6	n/a	func/f136.bmp
13.4550	0.0	n/a	btnR	n/a	0.493	n/a
16.1870	0.815	0.487	IniSF	17	n/a	func/s140.bmp
16.8930	0.0	n/a	btnL	n/a	0.706	n/a
19.1760	0.921	0.41	IniSF	17	n/a	func/s146.bmp
20.0410	0.0	n/a	btnR	n/a	0.865	n/a
22.4000	0.952	0.529	ImmSF	18	n/a	func/s146.bmp
23.2480	0.0	n/a	btnL	n/a	0.848	n/a
25.5400	0.947	0.41	IniSF	17	n/a	func/s139.bmp
26.2090	0.0	n/a	btnL	n/a	0.669	n/a
28.7320	0.889	0.485	ImmSF	18	n/a	func/s139.bmp
29.3340	0.0	n/a	btnL	n/a	0.602	n/a
31.8710	0.871	0.479	DelUF	15	n/a	func/u132.bmp
32.5270	0.0	n/a	btnR	n/a	0.656	n/a
54.9890	0.942	0.451	IniUF	13	n/a	func/u140.bmp
55.7250	0.0	n/a	btnR	n/a	0.736	n/a
58.1290	0.837	0.416	IniFF	5	n/a	func/f145.bmp
58.9340	0.0	n/a	btnR	n/a	0.805	n/a
61.2690	0.938	0.508	IniUF	13	n/a	func/u136.bmp
61.9710	0.0	n/a	btnR	n/a	0.702	n/a
64.5600	0.804	0.576	DelSF	19	n/a	func/s140.bmp
65.3960	0.0	n/a	btnR	n/a	0.836	n/a
67.6670	0.903	0.525	IniUF	13	n/a	func/u131.bmp
68.7290	0.0	n/a	btnR	n/a	1.062	n/a
70.7570	0.965	0.429	ImmUF	14	n/a	func/u131.bmp
71.1160	0.0	n/a	btnR	n/a	0.359	n/a
74.0810	0.805	0.587	IniUF	13	n/a	func/u137.bmp
74.3890	0.0	n/a	btnR	n/a	0.308	n/a
77.1380	0.895	0.473	IniFF	5	n/a	func/f141.bmp
77.6440	0.0	n/a	btnR	n/a	0.506	n/a
80.2460	0.888	0.451	ImmFF	6	n/a	func/f141.bmp
80.6250	0.0	n/a	btnR	n/a	0.379	n/a
