onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.908	0.487	IniUF	13	n/a	func/u009.bmp
1.1030	0.0	n/a	btnR	n/a	1.103	n/a
3.2070	0.892	0.519	ImmUF	14	n/a	func/u009.bmp
3.9990	0.0	n/a	btnR	n/a	0.792	n/a
6.5480	0.845	0.579	IniFF	5	n/a	func/f006.bmp
7.3680	0.0	n/a	btnL	n/a	0.82	n/a
9.7390	0.854	0.57	ImmFF	6	n/a	func/f006.bmp
10.4760	0.0	n/a	btnL	n/a	0.737	n/a
12.8620	0.851	0.487	IniUF	13	n/a	func/u003.bmp
13.8080	0.0	n/a	btnR	n/a	0.946	n/a
16.0020	0.848	0.526	ImmUF	14	n/a	func/u003.bmp
16.6500	0.0	n/a	btnR	n/a	0.648	n/a
19.1090	0.885	0.492	IniFF	5	n/a	func/f014.bmp
19.7620	0.0	n/a	btnL	n/a	0.653	n/a
22.3000	0.832	0.549	ImmFF	6	n/a	func/f014.bmp
22.9430	0.0	n/a	btnL	n/a	0.643	n/a
25.4230	0.9	0.519	IniSF	17	n/a	func/s009.bmp
26.4670	0.0	n/a	btnL	n/a	1.044	n/a
28.5640	0.954	0.478	ImmSF	18	n/a	func/s009.bmp
29.2560	0.0	n/a	btnL	n/a	0.692	n/a
51.7320	0.843	0.418	IniFF	5	n/a	func/f013.bmp
52.6610	0.0	n/a	btnL	n/a	0.929	n/a
54.7880	0.934	0.44	IniFF	5	n/a	func/f002.bmp
55.5070	0.0	n/a	btnL	n/a	0.719	n/a
57.9620	0.934	0.473	IniUF	13	n/a	func/u013.bmp
58.8600	0.0	n/a	btnR	n/a	0.898	n/a
61.1360	0.855	0.469	IniFF	5	n/a	func/f009.bmp
61.7860	0.0	n/a	btnL	n/a	0.65	n/a
64.3600	0.961	0.599	ImmFF	6	n/a	func/f009.bmp
65.0200	0.0	n/a	btnL	n/a	0.66	n/a
67.5830	0.823	0.488	IniSF	17	n/a	func/s001.bmp
68.3670	0.0	n/a	btnL	n/a	0.784	n/a
