onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0	0.893	0.588	IniFF	5.0	n/a	func/f084.bmp
1.412	0.0	n/a	btnL	n/a	1.412	n/a
3.107	0.894	0.444	ImmFF	6.0	n/a	func/f084.bmp
3.877	0.0	n/a	btnL	n/a	0.77	n/a
6.297	0.979	0.424	IniUF	13.0	n/a	func/u090.bmp
7.216	0.0	n/a	btnR	n/a	0.919	n/a
9.454	0.856	0.407	IniSF	17.0	n/a	func/s085.bmp
10.973	0.0	n/a	btnR	n/a	1.519	n/a
12.661	0.925	0.582	ImmSF	18.0	n/a	func/s085.bmp
13.63	0.0	n/a	btnR	n/a	0.969	n/a
15.952	0.83	0.593	IniFF	5.0	n/a	func/f089.bmp
16.966	0.0	n/a	btnL	n/a	1.014	n/a
19.059	0.952	0.506	IniSF	17.0	n/a	func/s092.bmp
20.055	0.0	n/a	btnR	n/a	0.996	n/a
22.199	0.964	0.421	IniFF	5.0	n/a	func/f092.bmp
23.429	0.0	n/a	btnL	n/a	1.23	n/a
25.456	0.825	0.533	ImmFF	6.0	n/a	func/f092.bmp
26.348	0.0	n/a	btnL	n/a	0.892	n/a
48.657	0.821	0.594	IniUF	13.0	n/a	func/u086.bmp
50.03	0.0	n/a	btnR	n/a	1.373	n/a
51.764	0.831	0.513	DelUF	15.0	n/a	func/u090.bmp
52.761	0.0	n/a	btnR	n/a	0.997	n/a
54.822	0.976	0.468	IniSF	17.0	n/a	func/s093.bmp
55.896	0.0	n/a	btnR	n/a	1.074	n/a
58.062	0.926	0.497	ImmSF	18.0	n/a	func/s093.bmp
59.121	0.0	n/a	btnR	n/a	1.059	n/a
61.235	0.852	0.468	IniFF	5.0	n/a	func/f087.bmp
62.373	0.0	n/a	btnR	n/a	1.138	n/a
64.442	0.927	0.59	DelFF	7.0	n/a	func/f089.bmp
65.53	0.0	n/a	btnR	n/a	1.088	n/a
67.684	0.84	0.551	IniSF	17.0	n/a	func/s095.bmp
68.87	0.0	n/a	btnL	n/a	1.186	n/a
