onset	duration	circle_duration	trial_type	trigger	response_time	stim_file
0.0000	0.964	0.6	IniSF	17	n/a	func/s041.bmp
1.6830	0.0	n/a	btnL	n/a	1.683	n/a
3.3240	0.936	0.563	IniUF	13	n/a	func/u046.bmp
4.4140	0.0	n/a	btnR	n/a	1.09	n/a
6.6820	0.917	0.562	ImmUF	14	n/a	func/u046.bmp
7.5680	0.0	n/a	btnR	n/a	0.886	n/a
9.9560	0.985	0.564	IniFF	5	n/a	func/f038.bmp
11.0340	0.0	n/a	btnL	n/a	1.078	n/a
13.2960	0.855	0.567	IniFF	5	n/a	func/f033.bmp
14.2690	0.0	n/a	btnL	n/a	0.973	n/a
16.4370	0.877	0.515	ImmFF	6	n/a	func/f033.bmp
17.1500	0.0	n/a	btnL	n/a	0.713	n/a
19.6600	0.95	0.576	IniSF	17	n/a	func/s048.bmp
20.7700	0.0	n/a	btnL	n/a	1.11	n/a
22.8510	0.896	0.471	ImmSF	18	n/a	func/s048.bmp
23.8760	0.0	n/a	btnL	n/a	1.025	n/a
25.9580	0.91	0.439	IniUF	13	n/a	func/u044.bmp
27.0080	0.0	n/a	btnL	n/a	1.05	n/a
29.1650	0.924	0.526	DelSF	19	n/a	func/s041.bmp
31.0250	0.0	n/a	btnL	n/a	1.86	n/a
52.3330	0.967	0.435	IniSF	17	n/a	func/s037.bmp
53.2750	0.0	n/a	btnL	n/a	0.942	n/a
55.5400	0.865	0.457	IniUF	13	n/a	func/u043.bmp
56.4790	0.0	n/a	btnL	n/a	0.939	n/a
58.6970	0.837	0.526	DelFF	7	n/a	func/f038.bmp
59.5660	0.0	n/a	btnL	n/a	0.869	n/a
61.7540	0.921	0.423	IniFF	5	n/a	func/f037.bmp
63.1220	0.0	n/a	btnL	n/a	1.368	n/a
64.9440	0.816	0.493	ImmFF	6	n/a	func/f037.bmp
65.8560	0.0	n/a	btnR	n/a	0.912	n/a
67.9840	0.959	0.453	IniSF	17	n/a	func/s034.bmp
