onset	duration	circle_duration	trial_type	trigger	button_pushed	response_time	stim_file
0.0	0.897	0.449	IniFF	5	4	1.011	func/f129.bmp
3.141	0.804	0.48	IniFF	5	4	1.021	func/f115.bmp
6.398	0.848	0.574	IniUF	13	7	0.84	func/u115.bmp
9.605	0.917	0.585	IniUF	13	7	0.919	func/u118.bmp
12.829	0.986	0.546	ImmUF	14	7	0.78	func/u118.bmp
16.17	0.94	0.591	IniSF	17	7	0.798	func/s125.bmp
19.36	0.867	0.469	IniSF	17	4	0.902	func/s129.bmp
22.45	0.82	0.458	DelFF	7	4	0.892	func/f129.bmp
25.524	0.913	0.484	IniSF	17	4	0.973	func/s116.bmp
28.731	0.95	0.522	ImmSF	18	4	0.797	func/s116.bmp
31.938	0.82	0.497	DelFF	7	4	1.056	func/f115.bmp
55.039	0.962	0.503	IniUF	13	7	0.776	func/u130.bmp
58.279	0.946	0.505	ImmUF	14	7	0.819	func/u130.bmp
61.436	0.911	0.444	DelUF	15	7	1.038	func/u115.bmp
64.627	0.829	0.516	IniUF	13	4	0.991	func/u116.bmp
67.767	0.98	0.54	ImmUF	14	4	0.839	func/u116.bmp
70.958	0.829	0.443	IniFF	5	7	0.868	func/f122.bmp
74.099	0.964	0.551	ImmFF	6	7	0.699	func/f122.bmp
77.255	0.81	0.433	DelSF	19	7	0.767	func/s125.bmp
80.262	0.958	0.421	IniSF	17	4	0.703	func/s123.bmp
83.569	0.805	0.577	ImmSF	18	7	1.043	func/s123.bmp
86.609	0.931	0.459	DelSF	19	4	0.733	func/s129.bmp
89.866	0.878	0.565	IniUF	13	7	0.945	func/u119.bmp
93.04	0.851	0.526	ImmUF	14	7	0.737	func/u119.bmp
96.18	0.907	0.518	IniFF	5	7	0.862	func/f118.bmp
99.387	0.913	0.519	IniSF	17	7	1.109	func/s120.bmp
102.511	0.904	0.444	ImmSF	18	7	0.695	func/s120.bmp
105.634	0.978	0.436	IniUF	13	4	1.037	func/u126.bmp
108.808	0.871	0.43	IniSF	17	4	1.086	func/s122.bmp
131.909	0.804	0.44	IniSF	17	7	1.118	func/s126.bmp
135.016	0.995	0.527	ImmSF	18	7	0.901	func/s126.bmp
138.24	0.89	0.454	IniFF	5	4	1.155	func/f120.bmp
141.414	0.869	0.516	DelFF	7	7	0.947	func/f118.bmp
144.571	0.835	0.523	IniUF	13	7	0.849	func/u125.bmp
147.577	0.908	0.416	IniFF	5	4	0.994	func/f125.bmp
150.802	0.965	0.551	ImmFF	6	4	0.802	func/f125.bmp
154.025	0.987	0.492	DelUF	15	4	1.079	func/u126.bmp
